p,q,x,y,z,theta,phi,rootid
11,11,0.316941,-0.4627,0.827923,34.114,55.5895,720575940627160143
14,4,-0.324803,-0.665398,0.672123,47.7689,116.0186,720575940617839832
12,8,0.090824,-0.62914,0.771967,39.4691,81.7854,720575940606333385
16,3,-0.568962,-0.53427,0.62517,51.3053,136.8011,720575940633839796
13,6,-0.114053,-0.678062,0.726102,43.4394,99.548,720575940624785934
11,12,0.343936,-0.39768,0.850623,31.7205,49.1449,720575940628618920
17,3,-0.666726,-0.432766,0.606787,52.6425,147.0127,720575940627009598
11,13,0.362487,-0.335303,0.869583,29.5898,42.7691,720575940626810442
12,9,0.141041,-0.578584,0.803335,36.5502,76.3002,720575940625724618
11,14,0.378449,-0.262953,0.887486,27.4409,34.7922,720575940637643950
15,4,-0.412471,-0.608136,0.678261,47.2921,124.1473,720575940609463620
11,17,0.414191,-0.008306,0.910152,24.4736,1.1488,720575940624864263
14,5,-0.268923,-0.649513,0.711205,44.6669,112.4914,720575940621647996
11,15,0.401222,-0.183348,0.897444,26.176,24.5592,720575940630944505
11,16,0.409617,-0.096197,0.907171,24.8826,13.2162,720575940625668868
13,7,-0.059713,-0.647275,0.759914,40.5434,95.2708,720575940620826900
12,10,0.191791,-0.523413,0.830214,33.8793,69.876,720575940630379884
12,11,0.234791,-0.465265,0.853464,31.4095,63.2227,720575940624177900
16,4,-0.500543,-0.534623,0.680907,47.0854,133.1144,720575940625269822
13,8,-0.001124,-0.613477,0.789712,37.8414,90.105,720575940616111221
14,6,-0.204737,-0.63881,0.741623,42.1301,107.7705,720575940633611883
17,4,-0.603968,-0.448077,0.659128,48.7666,143.4287,720575940614545851
12,12,0.271867,-0.398555,0.875924,28.8455,55.7009,720575940623328184
15,5,-0.354755,-0.594047,0.721982,43.7816,120.8449,720575940624292158
12,13,0.302571,-0.335694,0.892054,26.8675,47.9707,720575940632700256
13,9,0.050034,-0.565412,0.823289,34.5846,84.943,720575940610418296
14,7,-0.148752,-0.615114,0.774279,39.2603,103.5947,720575940614650163
12,17,0.35134,-0.020297,0.936028,20.6052,3.3064,720575940635864176
12,14,0.31903,-0.269492,0.908622,24.6844,40.1885,720575940627733447
12,15,0.340774,-0.191721,0.920389,23.017,29.3624,720575940622747772
12,16,0.347479,-0.106152,0.93166,21.305,16.9875,720575940635896255
16,5,-0.43755,-0.528756,0.727301,43.3394,129.608,720575940632717359
13,10,0.105068,-0.516823,0.849621,31.8296,78.5086,720575940625478458
15,6,-0.293417,-0.583704,0.757097,40.791,116.6879,720575940644391112
18,5,-0.613829,-0.34209,0.711469,44.6454,150.8688,720575940630697576
14,8,-0.087833,-0.582345,0.808183,36.0813,98.5771,720575940618786205
13,11,0.155537,-0.461984,0.873143,29.174,71.3931,720575940631379512
17,5,-0.523354,-0.447593,0.725094,43.5233,139.4617,720575940626026005
13,12,0.189927,-0.397402,0.897775,26.1329,64.4558,720575940622954189
15,7,-0.233444,-0.572206,0.786183,38.1698,112.1941,720575940611054798
16,6,-0.377476,-0.525838,0.762237,40.3382,125.6729,720575940639404605
14,9,-0.034548,-0.544583,0.837995,33.071,93.63,720575940630845348
13,13,0.233537,-0.33026,0.914543,23.8591,54.7347,720575940621505718
13,14,0.261076,-0.264012,0.928513,21.7958,45.3203,720575940633027539
13,15,0.277131,-0.189061,0.942048,19.6016,34.3021,720575940636264952
14,10,0.01691,-0.496985,0.867594,29.8197,88.0513,720575940626425219
13,16,0.285745,-0.108588,0.952134,17.7992,20.8077,720575940635149466
17,6,-0.458336,-0.449627,0.766658,39.9453,135.5495,720575940622087245
18,6,-0.569084,-0.350109,0.744021,41.925,148.3996,720575940621252451
15,8,-0.179285,-0.541083,0.821636,34.7511,108.3324,720575940625568010
16,7,-0.318083,-0.513891,0.796705,37.1834,121.7563,720575940629418110
14,11,0.071168,-0.444453,0.89297,26.7511,80.9027,720575940632460077
14,12,0.110096,-0.380064,0.918385,23.3089,73.8449,720575940626100238
15,9,-0.122419,-0.503448,0.855309,31.2061,103.6669,720575940628444688
17,7,-0.399321,-0.443748,0.802265,36.653,131.9835,720575940606476478
14,13,0.14631,-0.315518,0.937572,20.3522,65.1221,720575940621447350
16,8,-0.263753,-0.494726,0.828058,34.1002,118.0634,720575940627763582
14,14,0.184065,-0.248277,0.951041,18.0029,53.4479,720575940614924946
15,10,-0.073405,-0.462013,0.88383,27.8921,99.0277,720575940632769678
18,7,-0.495205,-0.349486,0.795381,37.3087,144.7879,720575940639311488
14,16,0.214631,-0.089777,0.97256,13.4532,22.6988,720575940618710813
14,15,0.20344,-0.172719,0.963733,15.4781,40.331,720575940652626934
15,11,-0.026167,-0.412333,0.910657,24.4037,93.6312,720575940638312006
16,9,-0.208469,-0.456782,0.864807,30.1394,114.5313,720575940646028142
17,8,-0.347031,-0.425711,0.835667,33.3147,129.1862,720575940637228341
15,12,0.021037,-0.352931,0.935413,20.7051,86.5888,720575940617637204
19,8,-0.552765,-0.240117,0.797994,37.061,156.5203,720575940607228629
18,8,-0.441298,-0.343549,0.828993,34.0045,142.0994,720575940626852201
15,13,0.061724,-0.291099,0.9547,17.3118,78.0285,720575940618389054
16,10,-0.154548,-0.418706,0.894875,26.5077,110.2596,720575940637230766
15,14,0.093192,-0.219502,0.971151,13.796,66.9958,720575940631083215
17,9,-0.291358,-0.401743,0.868166,29.7537,125.9509,720575940643633352
15,15,0.117044,-0.138926,0.983362,10.4664,49.886,720575940644342688
16,11,-0.114593,-0.371131,0.921483,22.8562,107.159,720575940619624630
19,9,-0.508638,-0.21324,0.834156,33.4719,157.2548,720575940605668128
18,9,-0.38645,-0.323568,0.86369,30.2665,140.0611,720575940604255712
16,12,-0.073635,-0.312342,0.947111,18.7177,103.2653,720575940620115541
17,10,-0.238171,-0.367246,0.899113,25.9582,122.9647,720575940619624374
16,13,-0.02829,-0.254988,0.96653,14.8656,96.3308,720575940614850088
16,14,0.00604,-0.181395,0.983392,10.4569,88.093,720575940624940675
16,15,0.031136,-0.099767,0.994524,5.9991,72.6676,720575940627984650
17,11,-0.191424,-0.325529,0.925952,22.1876,120.4573,720575940630505463
18,10,-0.330009,-0.295524,0.896526,26.2948,138.1554,720575940633872865
19,10,-0.431861,-0.204895,0.878359,28.555,154.6182,720575940622821590
17,12,-0.156112,-0.263436,0.951961,17.8315,120.6511,720575940623948432
18,11,-0.278204,-0.258417,0.925107,22.3155,137.1117,720575940620343000
17,13,-0.116016,-0.201068,0.972683,13.423,119.9849,720575940621723283
19,11,-0.374013,-0.170808,0.911558,24.2784,155.4542,720575940632527524
17,14,-0.079564,-0.129345,0.988402,8.7346,121.5969,720575940637238373
18,12,-0.231738,-0.206887,0.950524,18.0985,138.2426,720575940640250496
19,12,-0.32195,-0.126826,0.938224,20.2447,158.4989,720575940618405917
18,13,-0.195316,-0.143221,0.970226,14.0164,143.7482,720575940646982964
19,13,-0.253181,-0.084139,0.963753,15.4737,161.6169,720575940641224181
