p,q,x,y,z,theta,phi,rootid
-4,-14,-0.308958,0.721249,-0.619955,128.3129,-113.1886,720575940612210289
-13,1,0.964822,-0.051143,-0.257881,104.9444,3.0343,720575940619258176
-4,-13,-0.203721,0.788422,-0.580421,125.4802,-104.4878,720575940636735088
-6,-7,0.500718,0.791407,-0.350651,110.5271,-57.6787,720575940629856025
-5,-9,0.269733,0.862037,-0.42911,115.4111,-72.625,720575940607253744
-7,-5,0.68007,0.670507,-0.296522,107.2488,-44.5943,720575940625198887
-4,-12,-0.094157,0.84382,-0.528302,121.8908,-96.367,720575940632709187
-10,-1,0.931974,0.286348,-0.222326,102.8457,-17.0795,720575940630787788
-11,0,0.963151,0.157865,-0.217759,102.5775,-9.3083,720575940628271626
-9,-2,0.882073,0.413851,-0.225109,103.0093,-25.135,720575940617356066
-4,-11,0.008334,0.878314,-0.478011,118.5556,-89.4563,720575940620413606
-5,-8,0.358123,0.854408,-0.376476,112.1156,-67.2591,720575940626328535
-12,1,0.976999,0.02705,-0.211521,102.2115,-1.5859,720575940614761512
-8,-3,0.817173,0.525032,-0.237843,103.7593,-32.7207,720575940628293648
-6,-6,0.573573,0.760913,-0.303359,107.6594,-52.9912,720575940622863365
-4,-10,0.105536,0.892711,-0.438096,115.9825,-83.2578,720575940619951995
-7,-4,0.732608,0.633118,-0.249892,104.4711,-40.8335,720575940634424601
-3,-14,-0.387367,0.703122,-0.596294,126.6049,-118.8514,720575940629221199
-10,0,0.955677,0.228469,-0.185696,100.7017,-13.4451,720575940630002908
-3,-13,-0.281701,0.784948,-0.551817,123.4918,-109.742,720575940623872807
-5,-7,0.439762,0.840011,-0.317792,108.5294,-62.3671,720575940622135105
-9,-1,0.91552,0.357712,-0.184027,100.6044,-21.3416,720575940638703669
-4,-9,0.19796,0.89838,-0.392079,113.0839,-77.5734,720575940636637807
-11,1,0.97904,0.09398,-0.180691,100.41,-5.4831,720575940631132714
-3,-12,-0.174877,0.843731,-0.507481,120.4962,-101.7097,720575940606700674
-6,-5,0.633712,0.729336,-0.257836,104.9417,-49.013,720575940623798003
-8,-2,0.85518,0.477969,-0.200532,101.5681,-29.2013,720575940622674160
-3,-11,-0.071843,0.889276,-0.451692,116.8523,-94.6188,720575940623130281
-12,2,0.981191,-0.03884,-0.18909,100.8997,2.2668,720575940620561835
-7,-3,0.784127,0.584564,-0.208398,102.0285,-36.7044,720575940624181396
-4,-8,0.289572,0.894344,-0.341022,109.9392,-72.059,720575940626322647
-5,-6,0.52161,0.808796,-0.271611,105.7601,-57.1811,720575940628750084
-3,-10,0.034089,0.914261,-0.403689,113.809,-87.8647,720575940619205286
-10,1,0.974584,0.166138,-0.150281,98.6432,-9.6742,720575940631112252
-6,-4,0.689961,0.691483,-0.214022,102.3582,-45.0631,720575940637219726
-9,0,0.942723,0.297443,-0.151002,98.685,-17.5112,720575940608275696
-8,-1,0.890894,0.426331,-0.156685,99.0145,-25.5731,720575940630349111
-11,2,0.987905,0.032941,-0.151519,98.7149,-1.9098,720575940613530085
-4,-7,0.371601,0.883231,-0.286033,106.6206,-67.1821,720575940631203757
-3,-9,0.127091,0.925509,-0.356765,110.9017,-82.181,720575940626070123
-2,-13,-0.365116,0.772947,-0.518887,121.2576,-115.2846,720575940649409401
-7,-2,0.829463,0.53206,-0.170007,99.7882,-32.6782,720575940626881082
-5,-5,0.58917,0.77472,-0.229537,103.2698,-52.7472,720575940610337234
-2,-12,-0.255169,0.842318,-0.474751,118.3431,-106.8535,720575940631173975
-6,-3,0.741877,0.647326,-0.174893,100.0725,-41.1064,720575940631243331
-2,-11,-0.148027,0.893448,-0.424073,115.092,-99.4073,720575940626941477
-3,-8,0.219859,0.92748,-0.302395,107.6015,-76.6642,720575940640521357
-4,-6,0.457243,0.857251,-0.236746,103.6946,-61.9253,720575940610106414
-9,1,0.964675,0.235168,-0.118738,96.8192,-13.7003,720575940636230286
-8,0,0.924031,0.365575,-0.111896,96.4246,-21.5853,720575940627213412
-10,2,0.988648,0.098522,-0.113441,96.5137,-5.6909,720575940625037495
-2,-10,-0.049297,0.927233,-0.371227,111.7913,-93.0433,720575940607368322
-5,-4,0.6489,0.738028,-0.18505,100.6641,-48.6769,720575940628083581
-7,-1,0.864954,0.485137,-0.128443,97.3796,-29.2873,720575940620847996
-11,3,0.990106,-0.040093,-0.134475,97.7282,2.3188,720575940620996289
-3,-7,0.303872,0.919798,-0.24826,104.3746,-71.7181,720575940610665898
-6,-2,0.793688,0.592399,-0.138283,97.9485,-36.7372,720575940655966881
-2,-9,0.054369,0.944425,-0.324199,108.917,-86.7052,720575940611100484
-4,-5,0.538317,0.81962,-0.196054,101.3063,-56.7035,720575940621196532
-1,-13,-0.442081,0.750517,-0.491211,119.4202,-120.4996,720575940623349203
-1,-12,-0.341297,0.8276,-0.445639,116.4642,-112.4109,720575940610902806
-9,2,0.981911,0.170828,-0.081662,94.6841,-9.8692,720575940622899436
-5,-3,0.700745,0.698809,-0.143606,98.2565,-44.9207,720575940627768862
-8,1,0.949721,0.302837,-0.079493,94.5594,-17.6859,720575940614429992
-1,-11,-0.231308,0.88755,-0.398436,113.4804,-104.6071,720575940637889139
-2,-8,0.14482,0.951648,-0.270912,105.7186,-81.3472,720575940619953275
-7,0,0.8985,0.430777,-0.084437,94.8437,-25.6149,720575940621467072
-3,-6,0.387183,0.89932,-0.203258,101.7275,-66.7067,720575940608184194
-10,3,0.995896,0.031697,-0.084771,94.8628,-1.823,720575940660447105
-4,-4,0.600343,0.784224,-0.156783,99.0202,-52.565,720575940604427552
-1,-10,-0.126323,0.930384,-0.344133,110.1289,-97.732,720575940615991362
-6,-1,0.835928,0.540227,-0.09684,95.5573,-32.873,720575940628104762
-2,-7,0.237083,0.94708,-0.216406,102.498,-75.9459,720575940619144733
-5,-2,0.751717,0.651169,-0.104407,95.993,-40.9005,720575940624092348
-1,-9,-0.026556,0.955057,-0.29523,107.1714,-91.5928,720575940623140009
-3,-5,0.474428,0.865697,-0.159644,99.1862,-61.2759,720575940641935861
0,-13,-0.513767,0.722165,-0.463165,117.5915,-125.4291,720575940612822422
-8,2,0.970357,0.236304,-0.050674,92.9047,-13.6864,720575940619660112
-9,3,0.99362,0.102096,-0.047918,92.7466,-5.8666,720575940638397929
0,-12,-0.41675,0.805154,-0.421957,114.9582,-117.3662,720575940605795808
-7,1,0.928168,0.369729,-0.042476,92.4344,-21.7195,720575940633222113
-4,-3,0.657308,0.745156,-0.112647,96.4679,-48.5842,720575940614871215
-10,4,0.996633,-0.034578,-0.074344,94.2635,1.9871,720575940628167848
0,-11,-0.308684,0.874355,-0.374455,111.9906,-109.4452,720575940618530206
-6,0,0.86932,0.491134,-0.055402,93.1759,-29.4649,720575940609234185
-1,-8,0.066367,0.96607,-0.249609,104.4544,-86.0701,720575940627582972
-2,-6,0.323676,0.930345,-0.172312,99.9223,-70.8167,720575940607157801
-3,-4,0.543124,0.83116,-0.119119,96.8412,-56.8373,720575940621636534
-5,-1,0.80054,0.59611,-0.061546,93.5285,-36.6727,720575940618670875
0,-10,-0.200934,0.926142,-0.319197,108.6143,-102.241,720575940616262651
-8,3,0.985704,0.167614,-0.017093,90.9794,-9.6506,720575940618075707
-4,-2,0.707625,0.703134,-0.069788,94.0018,-44.8176,720575940623110750
-1,-7,0.162885,0.967374,-0.194049,101.1892,-80.4422,720575940633918968
-9,4,0.998777,0.039527,-0.029693,91.7015,-2.2663,720575940623456024
-7,2,0.953431,0.301499,-0.008203,90.47,-17.5483,720575940640791203
-2,-5,0.402738,0.906094,-0.129597,97.4463,-66.036,720575940634658530
0,-9,-0.095194,0.960578,-0.261206,105.1417,-95.6596,720575940639496245
-6,1,0.901157,0.433332,-0.011794,90.6758,-25.6811,720575940615049046
1,-12,-0.491327,0.774981,-0.397495,113.4216,-122.3741,720575940626584522
-3,-3,0.59822,0.79778,-0.075362,94.322,-53.1354,720575940628010395
-5,0,0.836701,0.547256,-0.021035,91.2053,-33.1873,720575940613622946
1,-11,-0.387181,0.852515,-0.351153,110.5579,-114.4258,720575940631639656
-1,-6,0.256575,0.955819,-0.143452,98.2477,-74.9741,720575940622901236
0,-8,-0.00141,0.975756,-0.218858,102.642,-90.0828,720575940626711242
-4,-1,0.756764,0.653256,-0.023765,91.3618,-40.8015,720575940620253872
-2,-4,0.476129,0.875256,-0.085017,94.877,-61.4544,720575940609372252
1,-10,-0.278281,0.914435,-0.293885,107.0907,-106.9261,720575940612104034
-8,4,0.994692,0.102519,0.008805,89.4955,-5.8844,720575940622544297
-7,3,0.973309,0.228863,0.017075,89.0216,-13.2321,720575940617313236
-9,5,0.999317,-0.025077,-0.027135,91.5549,1.4375,720575940620721856
-6,2,0.92867,0.369855,0.027926,88.3998,-21.7156,720575940627804286
0,-7,0.091929,0.981213,-0.16962,99.7657,-84.6476,720575940620540977
-3,-2,0.656269,0.753752,-0.034188,91.9592,-48.9549,720575940632172492
-1,-5,0.33351,0.937658,-0.097818,95.6135,-70.4203,720575940645965847
-5,1,0.869373,0.493877,0.016642,89.0464,-29.6002,720575940630019995
1,-9,-0.1722,0.958143,-0.228714,103.2214,-100.1886,720575940650356857
2,-12,-0.558044,0.740059,-0.375367,112.047,-127.0182,720575940637933656
-2,-3,0.539758,0.840974,-0.037729,92.1622,-57.3066,720575940626978874
-4,0,0.798804,0.601434,0.013762,89.2115,-36.9767,720575940633110343
2,-11,-0.463163,0.824906,-0.324052,108.9082,-119.313,720575940627409180
0,-6,0.181692,0.976649,-0.114653,96.5836,-79.4614,720575940616713778
1,-8,-0.076436,0.98068,-0.180069,100.3738,-94.4567,720575940625018860
-8,5,0.998935,0.041315,0.020536,88.8233,-2.3683,720575940615203259
-7,4,0.985786,0.163184,0.039957,87.71,-9.3993,720575940652026358
-3,-1,0.713636,0.700435,0.010699,89.387,-44.4651,720575940624872887
-6,3,0.950729,0.305408,0.053289,86.9453,-17.8089,720575940632772655
-1,-4,0.407766,0.9116,-0.052081,92.9854,-65.9007,720575940614268050
2,-10,-0.359283,0.893211,-0.270351,105.6852,-111.9118,720575940617211724
-5,2,0.900316,0.431578,0.05631,86.772,-25.6113,720575940635070063
-2,-2,0.596149,0.802847,0.006647,89.6192,-53.4045,720575940620344097
1,-7,0.020882,0.990439,-0.136364,97.8375,-88.7922,720575940619239734
-4,1,0.833541,0.550383,0.047831,87.2584,-33.4366,720575940628390543
2,-9,-0.252276,0.946166,-0.202795,101.7004,-104.9294,720575940626231068
0,-5,0.261933,0.963086,-0.062098,93.5602,-74.7851,720575940634993433
3,-12,-0.62722,0.693565,-0.354349,110.7535,-132.1244,720575940626310568
-1,-3,0.478578,0.878041,-0.002481,90.1422,-61.4073,720575940619321991
-3,0,0.760522,0.647577,0.047444,87.2806,-40.4141,720575940618046587
-8,6,0.999437,-0.026516,0.020568,88.8215,1.5198,720575940620146256
-7,5,0.993821,0.096992,0.053962,86.9067,-5.5741,720575940617919115
-6,4,0.970191,0.232483,0.068423,86.0766,-13.4755,720575940611858274
3,-11,-0.536221,0.788964,-0.300004,107.4579,-124.2021,720575940618519163
1,-6,0.110745,0.990033,-0.087002,94.9912,-83.6175,720575940613903477
2,-8,-0.155209,0.97702,-0.146087,98.4002,-99.0265,720575940629523697
-5,3,0.925531,0.369679,0.082038,85.2943,-21.7729,720575940642527707
-2,-1,0.659334,0.750431,0.046182,87.353,-48.6972,720575940617426333
0,-4,0.339328,0.940492,-0.018208,91.0433,-70.1607,720575940625807972
3,-10,-0.435021,0.8666,-0.244459,104.1498,-116.656,720575940625954579
-4,2,0.867952,0.490153,0.080061,85.4079,-29.4544,720575940622034390
-1,-2,0.542181,0.839267,0.040866,87.6579,-57.1368,720575940641611739
-3,1,0.796786,0.599367,0.076753,85.598,-36.9516,720575940624103148
2,-7,-0.059935,0.993062,-0.101174,95.8068,-93.4538,720575940629067205
1,-5,0.19521,0.980061,-0.037067,92.1243,-78.7351,720575940638675253
3,-9,-0.330856,0.925705,-0.183317,100.563,-109.6674,720575940613707542
-7,6,0.997382,0.035445,0.063033,86.3861,-2.0353,720575940622365985
-8,7,0.994221,-0.105954,0.017248,89.0117,6.0831,720575940632382767
-6,5,0.983163,0.163057,0.082479,85.2689,-9.4168,720575940615466562
-2,0,0.712525,0.697424,0.076861,85.5918,-44.3864,720575940631104512
-5,4,0.947591,0.303686,0.09923,84.3052,-17.7697,720575940639068288
0,-3,0.41446,0.909633,0.028117,88.3888,-65.5044,720575940638763061
4,-11,-0.609698,0.741981,-0.278805,106.1889,-129.4105,720575940624434685
-4,3,0.896969,0.428718,0.107924,83.8043,-25.5461,720575940605243424
2,-6,0.036622,0.997721,-0.056678,93.2492,-87.8979,720575940614427253
3,-8,-0.23058,0.965461,-0.121318,96.9682,-103.4323,720575940628471292
-1,-1,0.600339,0.796024,0.077061,85.5803,-52.9774,720575940630263234
-3,2,0.829554,0.549075,0.101772,84.1588,-33.5002,720575940618461723
1,-4,0.274721,0.961466,0.010604,89.3924,-74.0537,720575940641000400
4,-10,-0.512517,0.828796,-0.224553,102.9766,-121.7321,720575940628202796
-7,7,0.997324,-0.030935,0.066242,86.2018,1.7766,720575940627725072
-6,6,0.991698,0.090309,0.091541,84.7477,-5.2033,720575940632299538
-2,1,0.755694,0.647237,0.100055,84.2576,-40.5794,720575940617653877
0,-2,0.484245,0.872382,0.06676,86.1721,-60.9661,720575940621059422
-5,5,0.965325,0.237168,0.109087,83.7373,-13.8034,720575940626776597
3,-7,-0.140603,0.987602,-0.069812,94.0032,-98.1026,720575940615452305
2,-5,0.128745,0.991629,-0.009853,90.5645,-82.6026,720575940627357289
4,-9,-0.408755,0.897368,-0.166283,99.5718,-114.4895,720575940630780357
-4,4,0.923062,0.362911,0.127486,82.6756,-21.4628,720575940617223867
-1,0,0.658869,0.744923,0.104795,83.9846,-48.5079,720575940613081041
1,-3,0.352321,0.934282,0.05465,86.8672,-69.3384,720575940610316242
-3,3,0.861019,0.49264,0.126299,82.7442,-29.7764,720575940624376039
4,-8,-0.308706,0.945091,-0.107252,96.1569,-108.0892,720575940637562458
-7,8,0.993648,-0.09517,0.060052,86.5572,5.471,720575940610277017
3,-6,-0.049095,0.998543,-0.022388,91.2829,-92.8148,720575940617013042
0,-1,0.547956,0.830559,0.099575,84.2853,-56.5854,720575940627360168
-6,7,0.994431,0.029039,0.101307,84.1856,-1.6727,720575940622896861
-2,2,0.791665,0.599136,0.11959,83.1316,-37.1186,720575940635178744
5,-10,-0.593136,0.778173,-0.206483,101.9163,-127.3152,720575940639151679
2,-4,0.210975,0.976829,0.035995,87.9372,-77.8125,720575940606863026
-5,6,0.978236,0.163236,0.128095,82.6405,-9.4735,720575940627419906
-4,5,0.940279,0.306237,0.148645,81.4516,-18.0398,720575940626742921
-1,1,0.70563,0.698362,0.119904,83.1135,-44.7034,720575940629829175
1,-2,0.422962,0.901524,0.091424,84.7545,-64.8658,720575940623873063
4,-7,-0.215728,0.975366,-0.04606,92.64,-102.4717,720575940623800573
-3,4,0.890744,0.427234,0.155067,81.0793,-25.6241,720575940638114630
5,-9,-0.489427,0.859924,-0.144883,98.3305,-119.6464,720575940629591543
3,-5,0.050222,0.998524,0.020703,88.8137,-87.1207,720575940632959583
0,0,0.603922,0.787345,0.123959,82.8794,-52.5105,720575940622516504
-2,3,0.822856,0.549076,0.146366,81.5836,-33.7144,720575940630419852
-6,8,0.993032,-0.035171,0.112472,83.5422,2.0285,720575940607447241
2,-3,0.28813,0.954578,0.075907,85.6467,-73.2041,720575940621975254
-5,7,0.984968,0.092238,0.146048,81.602,-5.3499,720575940612248418
5,-8,-0.388003,0.917529,-0.087149,94.9996,-112.9224,720575940618416517
1,-1,0.485692,0.866332,0.116496,83.3101,-60.7237,720575940625249072
-1,2,0.74603,0.650536,0.142276,81.8204,-41.0883,720575940638571583
-4,6,0.955651,0.239092,0.171948,80.0989,-14.0464,720575940624001288
4,-6,-0.12603,0.992012,0.005334,89.6944,-97.2404,720575940627035153
6,-10,-0.67963,0.709646,-0.185757,100.7053,-133.7623,720575940609868949
3,-4,0.141307,0.988194,0.059201,86.6061,-81.8622,720575940625630014
-3,5,0.91215,0.367227,0.182006,79.5134,-21.9295,720575940615643835
0,1,0.652385,0.743306,0.147952,81.4917,-48.7272,720575940633989472
2,-2,0.357078,0.927865,0.107522,83.8275,-68.9513,720575940621318271
-2,4,0.851911,0.490419,0.183673,79.4162,-29.9277,720575940617995860
-6,9,0.986729,-0.100223,0.127752,82.6603,5.7997,720575940613433241
5,-7,-0.29174,0.95617,-0.025035,91.4345,-106.9676,720575940629822763
-5,8,0.987066,0.029974,0.157487,80.939,-1.7393,720575940617537209
6,-9,-0.573677,0.810263,-0.119868,96.8845,-125.299,720575940628462700
1,0,0.543171,0.826663,0.146945,81.5501,-56.6925,720575940615517746
4,-5,-0.033448,0.998272,0.04831,87.231,-91.919,720575940613079932
-1,3,0.780888,0.600576,0.17182,80.1063,-37.5636,720575940606058412
-4,7,0.966998,0.161799,0.196815,78.6492,-9.4988,720575940623122175
3,-3,0.217217,0.971792,0.091857,84.7296,-77.4003,720575940636985230
-3,6,0.928149,0.306934,0.210549,77.8455,-18.2988,720575940619275643
0,2,0.697096,0.695742,0.173205,80.0258,-44.9443,720575940618504395
2,-1,0.416336,0.898973,0.136058,82.1802,-65.15,720575940629671696
6,-8,-0.473971,0.878334,-0.062298,93.5717,-118.3524,720575940605017312
5,-6,-0.203054,0.978795,0.026992,88.4533,-101.7199,720575940620800020
-2,5,0.874925,0.432392,0.218046,77.4057,-26.2988,720575940621602013
4,-4,0.057595,0.995071,0.08073,85.3695,-86.6874,720575940628959431
1,1,0.59764,0.781316,0.179922,79.6348,-52.5871,720575940622209868
-5,9,0.985161,-0.038655,0.167221,80.3737,2.247,720575940614084015
3,-2,0.286277,0.949914,0.125332,82.8001,-73.2287,720575940638692405
-1,4,0.80997,0.546525,0.212742,77.7169,-34.0094,720575940635869303
-4,8,0.973268,0.094571,0.209299,77.9187,-5.5499,720575940613634070
7,-9,-0.670705,0.734653,-0.102177,95.8645,-132.3947,720575940640017717
6,-7,-0.370803,0.928711,0.001008,89.9422,-111.7651,720575940637413006
0,3,0.736029,0.644307,0.207679,78.0136,-41.1983,720575940620872630
2,0,0.472124,0.864255,0.173674,79.9985,-61.3532,720575940623120618
-3,7,0.944474,0.226782,0.237776,76.2447,-13.502,720575940628095560
5,-5,-0.116322,0.990853,0.068408,86.0775,-96.6957,720575940629645927
4,-3,0.140076,0.983309,0.116114,83.3321,-81.8926,720575940638694197
-2,6,0.896316,0.367978,0.247407,75.6759,-22.3203,720575940619249019
-5,10,0.976594,-0.116154,0.181031,79.5702,6.7828,720575940639590470
1,2,0.642809,0.735429,0.214341,77.6232,-48.8446,720575940623670763
3,-1,0.342565,0.926023,0.158526,80.8786,-69.699,720575940622099638
7,-8,-0.569024,0.821474,-0.037327,92.1391,-124.7098,720575940642544091
6,-6,-0.279324,0.95868,0.053948,86.9075,-106.2442,720575940626977226
-1,5,0.834936,0.48839,0.253689,75.3041,-30.3252,720575940618856710
-4,9,0.976305,0.030724,0.214208,77.631,-1.8025,720575940640156504
5,-4,-0.033597,0.993925,0.104803,83.9842,-91.936,720575940618492283
2,1,0.530628,0.819825,0.215223,77.5714,-57.0872,720575940622620138
0,4,0.765793,0.593683,0.247186,75.689,-37.7847,720575940637557567
-3,8,0.954401,0.151282,0.257357,75.0867,-9.007,720575940618194491
4,-2,0.207717,0.966353,0.151706,81.2742,-77.8689,720575940638279999
8,-9,-0.763624,0.639665,-0.087785,95.0362,-140.0481,720575940626639106
7,-7,-0.465844,0.884617,0.021022,88.7955,-117.7715,720575940634743136
-2,7,0.914885,0.296234,0.274284,74.0807,-17.9417,720575940633570656
1,3,0.683433,0.68593,0.24984,75.5319,-45.1045,720575940625087434
3,0,0.399607,0.894787,0.199174,78.5113,-65.9347,720575940625004981
6,-5,-0.200663,0.975315,0.092172,84.7114,-101.6259,720575940622424325
-1,6,0.858931,0.424404,0.286563,73.3477,-26.2943,720575940612861182
-4,10,0.974288,-0.036382,0.222351,77.1529,2.1385,720575940634876441
5,-3,0.049229,0.98823,0.144835,81.6723,-87.1481,720575940621216752
2,2,0.58268,0.771677,0.254949,75.2294,-52.9442,720575940613796246
8,-8,-0.667178,0.744481,-0.02494,91.4291,-131.8656,720575940611642773
4,-1,0.268436,0.944465,0.189548,79.0736,-74.1338,720575940620044481
-3,9,0.959336,0.093841,0.26621,74.5611,-5.5869,720575940621142407
0,5,0.791973,0.538365,0.287996,73.262,-34.2069,720575940630036162
7,-6,-0.363546,0.928199,0.079253,85.4544,-111.3887,720575940610174387
6,-4,-0.122135,0.983742,0.13166,82.4345,-97.0772,720575940610315749
-2,8,0.930722,0.214689,0.296085,72.7774,-12.9892,720575940622636713
3,1,0.456545,0.854752,0.246912,75.7052,-61.8922,720575940622710298
1,4,0.71774,0.634657,0.286461,73.3538,-41.4845,720575940624581670
-4,11,0.968957,-0.099397,0.226369,76.9166,5.857,720575940637213047
5,-2,0.125227,0.974884,0.184173,79.3871,-82.6803,720575940622912041
9,-9,-0.849109,0.522915,-0.074657,94.2815,-148.3736,720575940608921097
-1,7,0.881349,0.351538,0.315667,71.5989,-21.7453,720575940609756427
8,-7,-0.562248,0.826221,0.035156,87.9853,-124.2355,720575940621545862
2,3,0.627713,0.722526,0.28971,73.1594,-49.0167,720575940634844060
7,-5,-0.281183,0.951635,0.123804,82.8883,-106.461,720575940620456801
4,0,0.328929,0.915695,0.230887,76.6507,-70.2411,720575940627484657
-3,10,0.960755,0.033205,0.275402,74.014,-1.9794,720575940637019255
0,6,0.817713,0.476962,0.322262,71.2002,-30.2545,720575940618959622
6,-3,-0.044892,0.983996,0.172446,80.07,-92.6122,720575940621444869
9,-8,-0.763734,0.645239,-0.019419,91.1127,-139.8072,720575940611437846
3,2,0.513825,0.806846,0.29152,73.051,-57.5097,720575940642403573
-2,9,0.938481,0.147018,0.312473,71.7917,-8.9033,720575940629786779
1,5,0.746187,0.582168,0.322933,71.1596,-37.961,720575940619737222
8,-6,-0.4559,0.885798,0.086704,85.026,-117.2339,720575940614455277
5,-1,0.185988,0.957573,0.220142,77.2826,-79.0084,720575940617719350
-1,8,0.898887,0.276519,0.339911,70.1285,-17.0992,720575940621123055
7,-4,-0.206353,0.964136,0.166914,80.3916,-102.0807,720575940609276171
2,4,0.665609,0.672103,0.324409,71.0702,-45.2782,720575940644398190
4,1,0.385334,0.880206,0.277046,73.916,-66.3573,720575940623893223
-3,11,0.958974,-0.028347,0.282072,73.6161,1.6931,720575940633202828
0,7,0.842198,0.405323,0.355549,69.1729,-25.7,720575940618887515
6,-2,0.032409,0.976083,0.214967,77.5864,-88.0983,720575940627915819
9,-7,-0.66009,0.750085,0.040659,87.6698,-131.3484,720575940636258623
3,3,0.565467,0.756736,0.328021,70.8513,-53.2312,720575940635080811
-2,10,0.939599,0.091819,0.329732,70.7475,-5.5813,720575940625341932
8,-5,-0.367724,0.918766,0.143692,81.7384,-111.8131,720575940626710053
1,6,0.773045,0.524509,0.356781,69.0974,-34.1568,720575940622005620
5,0,0.253056,0.931088,0.262751,74.7667,-74.7952,720575940626008445
10,-8,-0.852328,0.522973,-0.006046,90.3464,-148.4674,720575940628339528
7,-3,-0.131089,0.969619,0.20653,78.0809,-97.6995,720575940619605639
-1,9,0.911638,0.202182,0.357824,69.0334,-12.5046,720575940639373245
2,5,0.698341,0.618514,0.360223,68.8861,-41.531,720575940644213028
4,2,0.443742,0.834753,0.326007,70.9734,-62.0056,720575940617033309
9,-6,-0.553665,0.827524,0.093059,84.6604,-123.785,720575940612382634
6,-1,0.10216,0.960873,0.257462,75.0805,-83.9311,720575940606009534
0,8,0.862868,0.330853,0.382093,67.5366,-20.9785,720575940619026203
3,4,0.60932,0.706416,0.360147,68.8908,-49.2205,720575940627209828
8,-4,-0.291032,0.935939,0.198288,78.5632,-107.2732,720575940640674293
10,-7,-0.759119,0.65013,0.032694,88.1265,-139.4223,720575940615133115
-2,11,0.938458,0.032742,0.343838,69.8891,-1.9982,720575940633245092
5,1,0.31765,0.895984,0.310339,71.9203,-70.4792,720575940622823914
1,7,0.798204,0.457553,0.391811,66.9328,-29.8225,720575940609743736
7,-2,-0.055633,0.967744,0.245717,75.7758,-93.2902,720575940639594624
-1,10,0.915724,0.140723,0.376359,67.8916,-8.7365,720575940622870860
4,3,0.498538,0.785724,0.366194,68.5189,-57.6051,720575940617128331
9,-5,-0.46037,0.874682,0.151629,81.2787,-117.7591,720575940622383624
2,6,0.726509,0.563069,0.393877,66.8041,-37.7769,720575940616457867
6,0,0.17179,0.939749,0.295566,72.8085,-79.6405,720575940628573994
0,9,0.8796,0.253571,0.402499,66.2655,-16.0812,720575940627090106
8,-3,-0.21499,0.946355,0.24123,76.0409,-102.7991,720575940621582156
10,-6,-0.655756,0.749109,0.093913,84.6112,-131.1983,720575940621773921
-2,12,0.930235,-0.029563,0.365772,68.5449,1.8203,720575940624230839
3,5,0.644205,0.653755,0.396994,66.6096,-45.4216,720575940626292376
5,2,0.375056,0.855846,0.356175,69.1345,-66.3356,720575940608212828
1,8,0.820032,0.385303,0.42319,64.9639,-25.1671,720575940620120454
11,-7,-0.864233,0.502977,0.010705,89.3866,-149.8009,720575940613398386
7,-1,0.014956,0.956354,0.291827,73.0327,-89.104,720575940621550830
-1,11,0.916503,0.082222,0.391486,66.953,-5.1264,720575940622344820
9,-4,-0.379212,0.900427,0.213142,77.6935,-112.8382,720575940623048662
4,4,0.54365,0.73791,0.399916,66.4271,-53.6193,720575940615471884
2,7,0.753116,0.498391,0.429444,64.5677,-33.4955,720575940633232199
6,1,0.24089,0.907863,0.343157,69.9307,-75.1397,720575940624198437
0,10,0.886539,0.191694,0.421073,65.0976,-12.2011,720575940624609353
8,-2,-0.141446,0.949463,0.280202,73.7278,-98.4733,720575940612779690
10,-5,-0.556964,0.81476,0.161113,80.7285,-124.3562,720575940627469903
3,6,0.676242,0.595181,0.434115,64.271,-41.352,720575940622307731
5,3,0.432902,0.807771,0.400127,66.4139,-61.8122,720575940647959172
1,9,0.838792,0.311621,0.446454,63.4836,-20.3806,720575940618129979
-1,12,0.915185,0.017226,0.402665,66.2551,-1.0783,720575940626298512
11,-6,-0.761475,0.641506,0.092879,84.6707,-139.8875,720575940629519515
7,0,0.087976,0.938087,0.335041,70.425,-84.6423,720575940632958163
9,-3,-0.301464,0.915003,0.268121,74.4475,-108.2354,720575940636572016
4,5,0.586598,0.681482,0.437591,64.0497,-49.2792,720575940636567408
2,8,0.776944,0.427225,0.462425,62.4563,-28.8054,720575940645907223
6,2,0.303505,0.870138,0.388258,67.1539,-70.7712,720575940627428124
0,11,0.890595,0.126543,0.436837,64.0978,-8.0869,720575940616492230
8,-1,-0.070945,0.941753,0.328736,70.8079,-94.3081,720575940627346856
10,-4,-0.472682,0.853135,0.220755,77.2466,-118.9888,720575940618302262
3,7,0.705768,0.532139,0.467675,62.1165,-37.0158,720575940617297803
-1,13,0.905579,-0.072688,0.417902,65.2978,4.5891,720575940633803415
5,4,0.480857,0.76001,0.437219,64.0734,-57.6785,720575940630934329
1,10,0.851259,0.24132,0.465963,62.2274,-15.8273,720575940618422254
7,1,0.159742,0.912897,0.375634,67.9365,-80.0747,720575940639318872
11,-5,-0.654058,0.737811,0.166864,80.3944,-131.5565,720575940631297583
9,-2,-0.231277,0.923294,0.306659,72.142,-104.0627,720575940637643748
4,6,0.623846,0.620853,0.474719,61.6589,-44.8622,720575940621894988
2,9,0.792836,0.366352,0.487029,60.8545,-24.8006,720575940634585113
6,3,0.363663,0.826251,0.430184,64.5208,-66.2439,720575940617590587
0,12,0.891316,0.065491,0.448627,63.3444,-4.2023,720575940620698192
