p,q,x,y,z,theta,phi,hex1,hex2
5,-10,-0.698718,0.66699,-0.258685,104.992,-136.3309,8,24
4,-7,-0.306933,0.945332,-0.110183,96.3259,-107.9877,11,23
-7,9,0.993648,-0.09517,0.060052,86.5572,5.471,27,12
3,-5,-0.053607,0.998345,-0.020818,91.1929,-93.0736,13,22
0,0,0.551189,0.827891,0.103861,84.0385,-56.3453,18,19
-6,8,0.994993,0.028409,0.095822,84.5014,-1.6355,26,13
-2,3,0.793453,0.597376,0.116505,83.3096,-36.9754,21,17
5,-9,-0.591173,0.77867,-0.210208,102.1345,-127.2061,9,24
2,-3,0.212092,0.97645,0.03954,87.7339,-77.7453,15,21
-5,7,0.97897,0.162261,0.123646,82.8974,-9.411,25,14
-4,6,0.939564,0.308477,0.148533,81.4581,-18.176,24,15
-1,2,0.705811,0.698935,0.115414,83.3725,-44.7195,20,18
1,-1,0.425403,0.899702,0.097821,84.3863,-64.694,17,20
4,-6,-0.21501,0.975601,-0.044429,92.5464,-102.4286,12,23
-3,5,0.892402,0.424524,0.152966,81.2012,-25.4409,23,16
5,-8,-0.486959,0.86152,-0.143718,98.2631,-119.4765,10,24
3,-4,0.051595,0.998381,0.023933,88.6286,-87.0417,14,22
0,1,0.60593,0.786271,0.120943,83.0535,-52.3808,19,19
-2,4,0.823149,0.549888,0.141596,81.8598,-33.7441,22,17
-6,9,0.993058,-0.036193,0.111921,83.5739,2.0873,27,13
2,-2,0.290661,0.953418,0.080688,85.3719,-73.0455,16,21
-5,8,0.985245,0.089976,0.145588,81.6287,-5.218,26,14
6,-10,-0.776759,0.582083,-0.240466,103.9141,-143.1531,8,25
5,-7,-0.386003,0.918131,-0.089655,95.1438,-112.803,11,24
1,0,0.488198,0.865361,0.113193,83.5006,-60.5703,18,20
-1,3,0.744921,0.652633,0.138432,82.0429,-41.2219,21,18
-4,7,0.954555,0.242949,0.172631,80.0592,-14.2795,25,15
4,-5,-0.125562,0.992053,0.008101,89.5358,-97.2135,13,23
6,-9,-0.675513,0.713308,-0.186745,100.7629,-133.4412,9,25
3,-3,0.145842,0.987319,0.062703,86.405,-81.5973,15,22
-3,6,0.913268,0.365497,0.17987,79.6378,-21.8117,24,16
0,2,0.651007,0.745165,0.144633,81.684,-48.8582,20,19
2,-1,0.360394,0.926578,0.107559,83.8254,-68.7464,17,21
-2,5,0.852877,0.488899,0.183242,79.4414,-29.8229,23,17
-6,10,0.986729,-0.100223,0.127752,82.6603,5.7997,28,13
5,-6,-0.290563,0.956551,-0.024136,91.383,-106.8967,12,24
-5,9,0.986996,0.031586,0.157614,80.9316,-1.8329,27,14
6,-8,-0.566267,0.816074,-0.115602,96.6383,-124.7565,10,25
1,1,0.543534,0.827111,0.143033,81.7766,-56.6892,19,20
4,-4,-0.031174,0.998095,0.05324,86.9481,-91.7889,14,23
-1,4,0.780637,0.60235,0.166672,80.4056,-37.6542,22,18
-4,8,0.965961,0.163025,0.200855,78.4131,-9.5795,26,15
3,-2,0.218485,0.971804,0.088665,84.9132,-77.3292,16,22
-3,7,0.92674,0.311219,0.210464,77.8505,-18.5631,25,16
0,3,0.69793,0.696199,0.167931,80.3325,-44.9289,21,19
2,0,0.417833,0.898941,0.131607,82.4375,-65.0707,18,21
6,-7,-0.472148,0.879125,-0.064924,93.7225,-118.2387,11,25
5,-5,-0.201982,0.978979,0.028351,88.3754,-101.6576,13,24
7,-9,-0.765897,0.618983,-0.173959,100.0181,-141.0555,9,26
-2,6,0.873052,0.43615,0.218067,77.4045,-26.5453,24,17
4,-3,0.060453,0.995139,0.077741,85.5413,-86.5237,15,23
1,2,0.600513,0.779767,0.177053,79.8018,-52.3994,20,20
-5,10,0.985436,-0.039458,0.165405,80.4792,2.2929,28,14
3,-1,0.290637,0.949037,0.121896,82.9984,-72.9731,17,22
-1,5,0.809703,0.547571,0.211063,77.8153,-34.069,23,18
-4,9,0.97275,0.095884,0.211102,77.8131,-5.6295,27,15
7,-8,-0.668777,0.736685,-0.100166,95.7488,-132.2338,10,26
6,-6,-0.364746,0.931097,0.004263,89.7558,-111.3921,12,25
0,4,0.738389,0.642394,0.205209,78.1583,-41.0231,22,19
2,1,0.470269,0.865489,0.172555,80.0636,-61.4823,19,21
-3,8,0.944846,0.223393,0.239505,76.1427,-13.3023,26,16
5,-4,-0.113034,0.991229,0.068479,86.0733,-96.5056,14,24
4,-2,0.143967,0.983038,0.113623,83.4758,-81.6682,16,23
-2,7,0.895682,0.369932,0.246788,75.7125,-22.4414,25,17
-5,11,0.976594,-0.116154,0.181031,79.5702,6.7828,29,14
1,3,0.64314,0.73537,0.213546,77.6697,-48.8277,21,20
3,0,0.339882,0.9278,0.153843,81.1503,-69.8806,18,22
7,-7,-0.567411,0.822736,-0.033915,91.9436,-124.5926,11,26
8,-9,-0.841174,0.521728,-0.14222,98.1763,-148.1913,9,27
6,-5,-0.274951,0.959783,0.056726,86.7481,-105.9855,13,25
-1,6,0.833916,0.489465,0.254965,75.2285,-30.4107,24,18
-4,10,0.976775,0.031111,0.211996,77.7607,-1.8243,28,15
5,-3,-0.033463,0.994241,0.101808,84.1567,-91.9276,15,24
2,2,0.531894,0.819027,0.215135,77.5766,-56.9994,20,21
0,5,0.765704,0.594093,0.246477,75.7309,-37.8071,23,19
-3,9,0.95433,0.146053,0.26062,74.8932,-8.7012,27,16
4,-1,0.2091,0.966258,0.150408,81.3494,-77.7894,17,23
8,-8,-0.761709,0.642226,-0.085703,94.9165,-139.8645,10,27
7,-6,-0.466418,0.88427,0.022829,88.6919,-117.8099,12,26
-2,8,0.913888,0.300507,0.272954,74.1599,-18.202,26,17
1,4,0.68304,0.685956,0.250841,75.4727,-45.122,22,20
3,1,0.398756,0.895849,0.196082,78.6921,-66.0054,19,22
6,-4,-0.201297,0.975526,0.088477,84.924,-101.6592,14,25
-1,7,0.857984,0.426243,0.28667,73.3413,-26.418,25,18
-4,11,0.974491,-0.036671,0.22141,77.2082,2.1551,29,15
5,-2,0.050446,0.988099,0.145312,81.6447,-87.0774,16,24
2,3,0.582959,0.770986,0.256396,75.1437,-52.9063,21,21
8,-7,-0.665657,0.745868,-0.024119,91.382,-131.7476,11,27
4,0,0.268619,0.944416,0.189531,79.0746,-74.1227,18,23
-3,10,0.959336,0.096431,0.265282,74.6163,-5.74,28,16
0,6,0.791065,0.538692,0.289876,73.1495,-34.2537,24,19
7,-5,-0.358846,0.929459,0.085648,85.0867,-111.1106,13,26
6,-3,-0.121867,0.98417,0.128675,82.607,-97.0588,15,25
-2,9,0.931639,0.213078,0.294357,72.881,-12.8827,27,17
3,2,0.454881,0.855764,0.246478,75.7308,-62.0071,20,22
1,5,0.717179,0.635054,0.286986,73.3224,-41.5245,23,20
-4,12,0.968957,-0.099397,0.226369,76.9166,5.857,30,15
5,-1,0.130118,0.974164,0.184592,79.3626,-82.3921,17,24
9,-8,-0.849109,0.522915,-0.074657,94.2815,-148.3736,10,28
-1,8,0.88171,0.350349,0.315979,71.5801,-21.6705,26,18
8,-6,-0.561772,0.82637,0.039047,87.7622,-124.2082,12,27
2,4,0.628144,0.721957,0.290196,73.1303,-48.9749,22,21
7,-4,-0.278526,0.952493,0.123208,82.9227,-106.2999,14,26
4,1,0.329692,0.91564,0.230014,76.7021,-70.1977,19,23
-3,11,0.961017,0.033783,0.274419,74.0726,-2.0133,29,16
0,7,0.81729,0.478283,0.321377,71.2538,-30.3364,25,19
6,-2,-0.046506,0.984147,0.17115,80.1453,-92.7055,16,25
9,-7,-0.764406,0.644435,-0.019687,91.1281,-139.8673,11,28
3,3,0.512842,0.807361,0.291825,73.0327,-57.576,21,22
-2,10,0.939567,0.145236,0.310034,71.9387,-8.7871,28,17
1,6,0.74511,0.583341,0.323301,71.1373,-38.0571,24,20
8,-5,-0.44989,0.889086,0.08441,85.1579,-116.84,13,27
5,0,0.182464,0.958966,0.217006,77.4667,-79.227,18,24
-1,9,0.897727,0.278316,0.341505,70.0314,-17.2246,27,18
7,-3,-0.205726,0.964102,0.167883,80.3353,-102.0455,15,26
2,5,0.665694,0.671923,0.324609,71.0581,-45.2668,23,21
4,2,0.382673,0.881895,0.275359,74.0166,-66.543,20,23
-3,12,0.960505,-0.025871,0.277056,73.9154,1.5429,30,16
0,8,0.842537,0.403755,0.356529,69.1128,-25.6044,26,19
6,-1,0.032351,0.976331,0.213849,77.652,-88.1022,17,25
9,-6,-0.657519,0.75197,0.047001,87.306,-131.1663,12,28
3,4,0.566576,0.755779,0.328314,70.8335,-53.1426,22,22
-2,11,0.93887,0.094202,0.331132,70.6625,-5.7296,29,17
8,-4,-0.365119,0.919823,0.143576,81.7452,-111.6503,14,27
1,7,0.772535,0.526613,0.35478,69.22,-34.281,25,20
5,1,0.252729,0.931758,0.260682,74.8895,-74.8243,19,24
10,-7,-0.852328,0.522973,-0.006046,90.3464,-148.4674,11,29
7,-2,-0.131753,0.969381,0.207225,78.0402,-97.7399,16,26
-1,10,0.912278,0.200557,0.357108,69.0773,-12.3988,28,18
-3,13,0.955175,-0.088578,0.282478,73.5918,5.2982,31,16
2,6,0.699618,0.61703,0.360289,68.882,-41.4108,24,21
4,3,0.443004,0.834442,0.327802,70.8646,-62.0363,21,23
9,-5,-0.5483,0.831419,0.090057,84.8331,-123.4038,13,28
6,0,0.10109,0.960708,0.258497,75.0191,-83.9932,18,25
0,9,0.862624,0.331437,0.382138,67.5338,-21.0178,27,19
3,5,0.611571,0.706221,0.356696,69.1025,-49.1082,23,22
8,-3,-0.290996,0.935285,0.2014,78.3811,-107.2825,15,27
10,-6,-0.753017,0.657335,0.029608,88.3033,-138.8811,12,29
-2,12,0.937206,0.036012,0.346913,69.7014,-2.2005,30,17
5,2,0.319976,0.895069,0.310591,71.9051,-70.3287,20,24
1,8,0.796851,0.460959,0.390571,67.0099,-30.0484,26,20
7,-1,-0.054383,0.968822,0.241715,76.0122,-93.2128,17,26
-1,11,0.915548,0.140544,0.376854,67.861,-8.7273,29,18
4,4,0.498805,0.785143,0.367075,68.4646,-57.572,22,23
9,-4,-0.457078,0.876655,0.150189,81.3621,-117.537,14,28
2,7,0.725783,0.565368,0.391917,66.9262,-37.9177,25,21
6,1,0.17176,0.940984,0.291631,73.0444,-79.6555,19,25
0,10,0.881925,0.247419,0.401239,66.3444,-15.6712,28,19
8,-2,-0.21279,0.946419,0.242921,75.941,-102.6715,16,27
10,-5,-0.654094,0.751132,0.089226,84.8809,-131.0497,13,29
-2,13,0.930235,-0.029563,0.365772,68.5449,1.8203,31,17
3,6,0.642697,0.656481,0.394935,66.7381,-45.6079,24,22
5,3,0.373865,0.856514,0.35582,69.1563,-66.4189,21,24
1,9,0.819009,0.386525,0.424055,64.9091,-25.2646,27,20
11,-6,-0.864233,0.502977,0.010705,89.3866,-149.8009,12,30
7,0,0.013303,0.956832,0.290338,73.1218,-89.2035,18,26
-1,12,0.916224,0.083328,0.391905,66.9269,-5.1966,30,18
9,-3,-0.377635,0.900773,0.214476,77.6152,-112.7451,15,28
4,5,0.541401,0.740528,0.398125,66.539,-53.8294,23,23
2,8,0.752457,0.49912,0.429753,64.5481,-33.5571,26,21
6,2,0.24224,0.907037,0.344388,69.8556,-75.0472,20,25
0,11,0.885486,0.195118,0.421715,65.0571,-12.4266,29,19
8,-1,-0.138435,0.950497,0.278191,73.8477,-98.2866,17,27
10,-4,-0.55375,0.816551,0.163112,80.6124,-124.1435,14,29
3,7,0.674517,0.597723,0.433305,64.3225,-41.5457,25,22
5,4,0.43445,0.806094,0.401829,66.3075,-61.6773,22,24
1,10,0.83995,0.309182,0.445972,63.5144,-20.2085,28,20
-1,13,0.916759,0.020445,0.398916,66.4895,-1.2776,31,18
11,-5,-0.75633,0.647739,0.091649,84.7415,-139.4225,13,30
7,1,0.087162,0.937988,0.335531,70.3952,-84.691,19,26
9,-2,-0.299713,0.913752,0.274281,74.0808,-108.1596,16,28
4,6,0.58696,0.680303,0.438937,63.9639,-49.2126,24,23
2,9,0.778568,0.422015,0.464474,62.3238,-28.4595,27,21
6,3,0.304201,0.870072,0.387863,67.1784,-70.729,21,25
0,12,0.890216,0.125004,0.438051,64.0204,-7.9932,30,19
8,0,-0.068988,0.940764,0.331969,70.6117,-94.1941,18,27
10,-3,-0.473857,0.853099,0.218362,77.3872,-119.0501,15,29
3,8,0.706899,0.531281,0.466942,62.164,-36.9273,26,22
-1,14,0.905579,-0.072688,0.417902,65.2978,4.5891,32,18
5,5,0.482172,0.759164,0.437242,64.072,-57.5789,23,24
1,11,0.850966,0.239515,0.467429,62.1325,-15.7199,29,20
7,2,0.161321,0.913221,0.37417,68.027,-79.982,20,26
11,-4,-0.646674,0.744478,0.166029,80.443,-130.9785,14,30
12,-5,-0.871442,0.482524,0.088088,84.9464,-151.0264,13,31
9,-1,-0.231888,0.924331,0.30305,72.3591,-104.0832,17,28
4,7,0.624408,0.621304,0.473387,61.7456,-44.8572,25,23
2,10,0.791196,0.370274,0.48673,60.8741,-25.0792,28,21
6,4,0.365614,0.826235,0.428557,64.624,-66.1303,22,25
0,13,0.890525,0.069448,0.449601,63.2819,-4.4592,31,19
8,1,0.002081,0.928413,0.371545,68.1891,-89.8716,19,27
10,-2,-0.388233,0.878768,0.277563,73.8852,-113.8355,16,29
3,9,0.728205,0.470599,0.498251,60.1156,-32.8724,27,22
5,6,0.51896,0.711097,0.474364,61.6821,-53.8779,24,24
1,12,0.862106,0.173877,0.475963,61.5779,-11.4029,30,20
7,3,0.221815,0.880539,0.418868,65.2369,-75.8609,21,26
11,-3,-0.561921,0.793022,0.235287,76.3915,-125.3207,15,30
9,0,-0.163616,0.918566,0.359815,68.9111,-100.0997,18,28
0,14,0.887817,-0.002756,0.460188,62.6008,0.1779,32,19
4,8,0.655669,0.553168,0.51391,59.0754,-40.1533,26,23
12,-4,-0.757653,0.628875,0.174583,79.9456,-140.3063,14,31
2,11,0.804025,0.303217,0.511472,59.2381,-20.6626,29,21
6,5,0.416618,0.780189,0.46662,62.1849,-61.8979,23,25
8,2,0.081123,0.906986,0.413275,65.5893,-84.8889,20,27
10,-1,-0.311311,0.892411,0.326632,70.9355,-109.231,17,29
3,10,0.75117,0.399963,0.525141,58.3223,-28.0332,28,22
5,7,0.566455,0.64648,0.51107,59.2649,-48.7747,25,24
1,13,0.864306,0.104527,0.491986,60.5288,-6.8957,31,20
7,4,0.286882,0.837303,0.465427,62.2621,-71.0872,22,26
11,-2,-0.476978,0.828997,0.291987,73.0231,-119.9148,16,30
9,1,-0.094613,0.910151,0.403329,66.2135,-95.9347,19,28
4,9,0.678879,0.502723,0.535158,57.6454,-36.5207,27,23
2,12,0.821845,0.22598,0.522976,58.4679,-15.3744,30,21
13,-4,-0.863723,0.471843,0.177049,79.8021,-151.3527,14,32
6,6,0.458839,0.729162,0.50773,59.4873,-57.8191,24,25
12,-3,-0.654576,0.715331,0.244603,75.8416,-132.4606,15,31
8,3,0.141312,0.88152,0.450504,63.224,-80.8927,21,27
1,14,0.865748,0.037803,0.49905,60.0628,-2.5002,32,20
10,0,-0.253264,0.892464,0.373317,68.0797,-105.8429,18,29
3,11,0.762291,0.348207,0.545586,56.9353,-24.5504,29,22
5,8,0.600816,0.57573,0.554576,56.3185,-43.7785,26,24
7,5,0.346867,0.790634,0.50456,59.6978,-66.312,23,26
2,13,0.833191,0.149635,0.532356,57.8352,-10.1813,31,21
4,10,0.700174,0.43544,0.565817,55.541,-31.8776,28,23
9,2,-0.020009,0.899373,0.436724,64.105,-91.2745,20,28
11,-1,-0.401432,0.848267,0.345392,69.7943,-115.3253,17,30
1,15,0.86154,-0.044517,0.505733,59.6199,2.9579,33,20
6,7,0.498714,0.673322,0.545822,56.9191,-53.4735,25,25
12,-2,-0.577477,0.755452,0.309537,71.9687,-127.3947,16,31
8,4,0.201938,0.849123,0.488069,60.7863,-76.6225,22,27
13,-3,-0.77252,0.581607,0.254848,75.2354,-143.025,15,32
3,12,0.78076,0.272402,0.562327,55.7831,-19.2335,30,22
10,1,-0.182467,0.88317,0.432108,64.3986,-101.6733,19,29
5,9,0.619698,0.526519,0.582023,54.407,-40.3525,27,24
7,6,0.39213,0.746143,0.538056,57.4486,-62.2762,24,26
2,14,0.838309,0.075249,0.539977,57.318,-5.1293,32,21
4,11,0.722154,0.372483,0.58288,54.3466,-27.2844,29,23
11,0,-0.325175,0.861764,0.389389,67.0835,-110.6733,18,30
9,3,0.056693,0.87545,0.479972,61.3164,-86.2948,21,28
6,8,0.535819,0.608635,0.585203,54.1827,-48.6405,26,25
8,5,0.260492,0.806741,0.530389,57.9682,-72.105,23,27
12,-1,-0.498633,0.786735,0.363887,68.6609,-122.3665,17,31
3,13,0.790007,0.193126,0.581886,54.4167,-13.7372,31,22
13,-2,-0.675604,0.668305,0.311331,71.8605,-135.3112,16,32
5,10,0.637249,0.469791,0.610909,52.3447,-36.3983,28,24
10,2,-0.116621,0.87765,0.464899,62.2963,-97.5691,20,29
2,15,0.825545,-0.011732,0.564215,55.6522,0.8142,33,21
7,7,0.439161,0.684091,0.582373,54.3824,-57.3011,25,26
4,12,0.732014,0.311298,0.606011,52.6984,-23.0382,30,23
9,4,0.122081,0.841781,0.525834,58.2756,-81.7481,22,28
11,1,-0.261191,0.853601,0.450715,63.2105,-107.0135,19,30
6,9,0.567307,0.538419,0.623112,51.4563,-43.5035,27,25
3,14,0.802014,0.109447,0.587192,54.042,-7.7708,32,22
8,6,0.311346,0.755578,0.576337,54.8066,-67.6052,24,27
14,-2,-0.807462,0.512946,0.291363,73.0604,-147.5739,16,33
5,11,0.658777,0.403844,0.634762,50.5977,-31.5092,29,24
12,0,-0.420434,0.802951,0.4225,65.0075,-117.637,18,31
10,3,-0.038115,0.855625,0.516191,58.9229,-92.5506,21,29
7,8,0.471692,0.627736,0.619236,51.7396,-53.0782,26,26
13,-1,-0.591562,0.714649,0.37327,68.0825,-129.6168,17,32
4,13,0.739361,0.240469,0.628904,51.0307,-18.0165,31,23
9,5,0.177939,0.806203,0.564246,55.65,-77.5537,23,28
6,10,0.58785,0.48353,0.64856,49.5669,-39.4387,28,25
3,15,0.801079,0.034498,0.597564,53.3044,-2.4659,33,22
11,2,-0.207945,0.841943,0.497887,60.1397,-103.8734,20,30
8,7,0.36305,0.69683,0.618565,51.7886,-62.4804,25,27
5,12,0.680971,0.340176,0.648505,49.571,-26.5442,30,24
12,1,-0.344596,0.815878,0.464323,62.3336,-112.8974,19,31
10,4,0.026836,0.825612,0.5636,55.6949,-88.1383,22,29
3,16,0.801913,-0.053643,0.595028,53.4854,3.827,34,22
7,9,0.507147,0.56144,0.653901,49.1636,-47.9086,27,26
4,14,0.758772,0.156748,0.632215,50.7863,-11.6721,32,23
14,-1,-0.707869,0.604209,0.365858,68.5396,-139.5173,17,33
13,0,-0.523914,0.727382,0.443204,63.6915,-125.7642,18,32
9,6,0.232619,0.758001,0.609363,52.4566,-72.9395,24,28
6,11,0.596577,0.430912,0.67706,47.3857,-35.8409,29,25
11,3,-0.134378,0.834782,0.533931,57.7286,-99.1447,21,30
8,8,0.413132,0.628207,0.659301,48.7534,-56.6696,26,27
5,13,0.689114,0.27061,0.67223,47.7606,-21.4395,31,24
4,15,0.763034,0.070604,0.64249,50.0222,-5.2866,33,23
10,5,0.087817,0.799577,0.594108,53.5509,-83.7324,23,29
7,10,0.529905,0.49956,0.685303,46.7406,-43.3116,28,26
12,2,-0.289045,0.804173,0.519383,58.7091,-109.77,20,31
13,1,-0.449222,0.745907,0.491754,60.544,-121.0584,19,32
6,12,0.611638,0.368731,0.699954,45.5767,-31.084,30,25
14,0,-0.626539,0.638948,0.446312,63.4927,-134.4382,18,33
9,7,0.289541,0.697105,0.655904,49.0117,-67.4446,25,28
11,4,-0.066239,0.809235,0.583739,54.2861,-94.6794,22,30
5,14,0.707941,0.198692,0.677747,47.3322,-15.6774,32,24
8,9,0.448822,0.57155,0.686942,46.6115,-51.8585,27,27
4,16,0.759937,-0.02651,0.649456,49.4994,1.9979,34,23
7,11,0.555419,0.446695,0.701408,45.4599,-38.8079,29,26
15,0,-0.731715,0.527672,0.431458,64.4399,-144.203,18,34
10,6,0.151623,0.749572,0.644323,49.8851,-78.5645,24,29
12,3,-0.229232,0.792201,0.565571,55.558,-106.1384,21,31
6,13,0.628951,0.302772,0.716066,44.2694,-25.7058,31,25
9,8,0.342493,0.632627,0.694609,46.0039,-61.5697,26,28
13,2,-0.376321,0.755984,0.535603,57.6152,-116.4636,20,32
5,15,0.721731,0.115326,0.682498,46.9608,-9.0786,33,24
14,1,-0.552987,0.6698,0.495554,60.2937,-129.5431,19,33
8,10,0.469725,0.517704,0.715081,44.3502,-47.7818,28,27
11,5,-0.007984,0.782874,0.622129,51.5282,-90.5843,23,30
7,12,0.56425,0.37707,0.734466,42.7379,-33.7535,30,26
10,7,0.209349,0.695718,0.687131,46.5965,-73.2529,25,29
6,14,0.653503,0.225442,0.722571,43.7328,-19.0332,32,25
5,16,0.724359,0.025012,0.688969,46.4514,-1.9776,34,24
12,4,-0.162774,0.777293,0.607718,52.5754,-101.8275,22,31
9,9,0.390329,0.572869,0.720738,43.8845,-55.7311,27,28
15,1,-0.657203,0.562425,0.501759,59.8836,-139.4435,19,34
13,3,-0.308625,0.748786,0.586575,54.0857,-112.3999,21,32
8,11,0.485041,0.461408,0.742858,42.0245,-43.5696,29,27
14,2,-0.473427,0.689175,0.548548,56.7326,-124.487,20,33
11,6,0.060353,0.748142,0.660788,48.64,-85.3879,24,30
7,13,0.575314,0.312337,0.755949,40.8916,-28.4974,31,26
6,15,0.663497,0.147428,0.73351,42.8185,-12.5275,33,25
10,8,0.25866,0.636995,0.726177,43.4332,-67.8998,26,29
9,10,0.41541,0.532241,0.737668,42.4668,-52.0282,28,28
12,5,-0.10363,0.754289,0.648312,49.5855,-97.8228,23,31
8,12,0.517498,0.391725,0.760754,40.4693,-37.1243,30,27
6,16,0.68225,0.058106,0.728806,43.2136,-4.868,34,25
7,14,0.586663,0.25553,0.76846,39.7842,-23.5363,32,26
11,7,0.113264,0.702181,0.702932,45.3373,-80.8369,25,30
13,4,-0.254781,0.726916,0.637714,50.3784,-109.3153,22,32
15,2,-0.574452,0.606726,0.549444,56.6711,-133.4349,20,34
14,3,-0.400847,0.693201,0.598995,53.2021,-120.0389,21,33
6,17,0.697767,-0.04509,0.714904,44.3646,3.6974,35,25
10,9,0.310359,0.582837,0.750985,41.3242,-61.9649,27,29
9,11,0.426061,0.471059,0.772383,39.4317,-47.8714,29,28
12,6,-0.032411,0.732414,0.680088,47.1495,-92.5339,24,31
16,2,-0.677155,0.48352,0.554679,56.3114,-144.4714,20,35
8,13,0.531584,0.322933,0.783028,38.4614,-31.2784,31,27
7,15,0.600223,0.178963,0.779554,38.7802,-16.6025,33,26
11,8,0.170668,0.642485,0.747051,41.6644,-75.1237,26,30
13,5,-0.192066,0.715123,0.672094,47.7711,-105.0336,23,32
10,10,0.34845,0.538236,0.767388,39.8801,-57.0813,28,29
15,3,-0.503937,0.623833,0.597395,53.3165,-128.9315,21,34
14,4,-0.339434,0.679597,0.650332,49.4333,-116.5405,22,33
9,12,0.451212,0.409496,0.792919,37.5409,-42.2252,30,28
7,16,0.623695,0.086075,0.776914,39.0211,-7.8577,34,26
8,14,0.53596,0.267225,0.800835,36.79,-26.5005,32,27
12,7,0.025168,0.691742,0.721706,43.8045,-87.9163,25,31
7,17,0.627125,-0.009894,0.778856,38.844,0.9038,35,26
11,9,0.228409,0.588074,0.775885,39.1146,-68.7737,27,30
16,3,-0.617446,0.537028,0.57477,54.9165,-138.9846,21,35
10,11,0.374445,0.477689,0.794736,37.3697,-51.9083,29,29
13,6,-0.126253,0.687787,0.714849,44.3691,-100.4016,24,32
9,13,0.477148,0.343447,0.808934,36.0081,-35.746,31,28
8,15,0.552035,0.197783,0.810024,35.9017,-19.7116,33,27
15,4,-0.424673,0.620678,0.659099,48.7688,-124.3802,22,34
14,5,-0.288807,0.665164,0.688583,46.4819,-113.4699,23,33
12,8,0.083094,0.630439,0.771779,39.4861,-82.4915,26,31
11,10,0.266647,0.54012,0.798229,37.0387,-63.7253,28,30
10,12,0.387228,0.41973,0.820902,34.8248,-47.3065,30,29
8,16,0.568437,0.10961,0.815393,35.3738,-10.9142,34,27
9,14,0.494241,0.279878,0.82304,34.6098,-29.5219,32,28
13,7,-0.056911,0.664291,0.745305,41.8147,-94.8967,25,32
16,4,-0.514703,0.556822,0.651943,49.3117,-132.749,22,35
8,17,0.577013,0.031997,0.816108,35.303,-3.174,35,27
8,18,0.597461,-0.059533,0.799685,36.9,5.6904,36,27
14,6,-0.224538,0.647923,0.727858,43.2928,-109.1138,24,33
12,9,0.133611,0.586236,0.799047,36.9608,-77.1609,27,31
15,5,-0.360745,0.613757,0.702257,45.3916,-120.4455,23,34
17,4,-0.591678,0.486889,0.642539,50.0186,-140.5492,22,36
11,11,0.297277,0.485792,0.821969,34.7176,-58.5357,29,30
10,13,0.408819,0.356495,0.840106,32.8487,-41.0889,31,29
9,15,0.498979,0.212439,0.840173,32.8416,-23.0617,33,28
13,8,-0.008706,0.613907,0.78933,37.877,-90.8124,26,32
12,10,0.175829,0.528932,0.83025,33.8756,-71.612,28,31
11,12,0.313652,0.431505,0.845829,32.2392,-53.9874,30,30
16,5,-0.444535,0.547185,0.709209,44.8294,-129.0905,23,35
9,16,0.511904,0.126459,0.849684,31.8227,-13.8763,34,28
10,14,0.430997,0.29463,0.852898,31.4717,-34.3565,32,29
14,7,-0.155848,0.613656,0.77404,39.282,-104.2499,25,33
15,6,-0.303985,0.601298,0.738941,42.3587,-116.8187,24,34
9,17,0.524204,0.049317,0.850163,31.7706,-5.3746,35,28
13,9,0.040371,0.568871,0.821436,34.7712,-85.9407,27,32
17,5,-0.54825,0.477888,0.686327,46.6599,-138.9227,23,36
9,18,0.530963,-0.056836,0.845487,32.2759,6.1098,36,28
12,11,0.218317,0.476363,0.851714,31.6014,-65.3781,29,31
11,13,0.347911,0.367053,0.862688,30.3803,-46.5337,31,30
10,15,0.438456,0.231846,0.868334,29.7344,-27.869,33,29
14,8,-0.106649,0.5802,0.807461,36.1514,-100.4156,26,33
16,6,-0.384944,0.532879,0.753564,41.0999,-125.8438,24,35
15,7,-0.245853,0.577622,0.778402,38.8855,-113.056,25,34
13,10,0.084342,0.516837,0.851919,31.579,-80.7316,28,32
10,16,0.447682,0.146974,0.882031,28.1116,-18.175,34,29
12,12,0.25204,0.417831,0.872865,29.2067,-58.9012,30,31
11,14,0.367406,0.302333,0.87955,28.4119,-39.4504,32,30
17,6,-0.466469,0.462069,0.754254,41.0398,-135.2715,24,36
14,9,-0.050738,0.544595,0.837163,33.1583,-95.3227,27,33
10,17,0.465575,0.054815,0.883309,27.9558,-6.7148,35,29
18,6,-0.566259,0.366755,0.738134,42.4273,-147.0696,24,37
13,11,0.12688,0.464367,0.876507,28.7761,-74.718,29,32
10,18,0.474659,-0.036848,0.879398,28.4302,4.439,36,29
12,13,0.280465,0.360299,0.889676,27.1674,-52.102,31,31
11,15,0.382864,0.232944,0.893953,26.6257,-31.3174,33,30
15,8,-0.188553,0.539658,0.820498,34.8653,-109.2591,26,34
16,7,-0.327839,0.527764,0.783573,38.4111,-121.8479,25,35
14,10,0.008089,0.496771,0.867844,29.791,-89.0671,28,33
13,12,0.172801,0.406383,0.897214,26.2058,-66.964,30,32
11,16,0.38545,0.15337,0.909893,24.5094,-21.6976,34,30
12,14,0.314153,0.306866,0.89841,26.0501,-44.3278,32,31
17,7,-0.407109,0.454258,0.792409,37.5888,-131.8669,25,36
15,9,-0.136358,0.504017,0.852862,31.4757,-105.1385,27,34
16,8,-0.273935,0.497072,0.823334,34.58,-118.859,26,35
11,17,0.398002,0.067203,0.91492,23.8057,-9.584,35,30
