p,q,x,y,z,theta,phi,hex1,hex2
5,-2,0.01454,-0.984023,0.177444,79.7791,89.1534,16,24
4,0,0.2376,-0.941681,0.238292,76.2143,75.839,18,23
7,-5,-0.375862,-0.920489,0.106897,83.8635,112.2116,13,26
0,11,0.865097,-0.177267,0.469237,62.0152,11.5802,29,19
2,5,0.651663,-0.666192,0.362662,68.7362,45.6317,23,21
1,8,0.779979,-0.451521,0.433315,64.3219,30.066,26,20
8,-6,-0.567177,-0.820872,0.066933,86.1621,124.6423,12,27
9,-7,-0.759797,-0.649939,0.016979,89.0271,139.456,11,28
3,3,0.487305,-0.813196,0.318192,71.4464,59.068,21,22
0,12,0.869802,-0.113681,0.480127,61.3063,7.4462,30,19
6,-3,-0.148452,-0.974211,0.169924,80.2166,98.6642,15,25
4,1,0.302276,-0.914069,0.270381,74.313,71.7013,19,23
5,-1,0.083218,-0.972016,0.219681,77.3097,85.1066,17,24
0,14,0.878511,0.083737,0.470326,61.9445,-5.4448,32,19
0,13,0.873037,-0.018744,0.487294,60.8372,1.23,31,19
2,6,0.688489,-0.604418,0.400826,66.3702,41.2796,24,21
1,9,0.798046,-0.388495,0.460646,62.5712,25.9572,27,20
7,-4,-0.296709,-0.940937,0.163097,80.6133,107.5018,14,26
3,4,0.536836,-0.765751,0.354163,69.2578,54.9673,22,22
10,-7,-0.864363,-0.502786,-0.009123,90.5227,149.8141,11,29
6,-2,-0.07229,-0.975972,0.205555,78.138,94.2362,16,25
1,10,0.81174,-0.313026,0.493044,60.4591,21.0878,28,20
2,7,0.711923,-0.55336,0.432387,64.3808,37.857,25,21
8,-5,-0.463519,-0.877931,0.119946,83.111,117.8326,13,27
4,2,0.36001,-0.877129,0.317863,71.4662,67.6847,20,23
5,0,0.157533,-0.951965,0.262576,74.777,80.6037,18,24
9,-6,-0.663693,-0.744305,0.074309,85.7385,131.7232,12,28
1,11,0.830628,-0.229802,0.507196,59.5228,15.4647,29,20
3,5,0.583067,-0.710678,0.393661,66.8175,50.6332,23,22
2,8,0.730931,-0.494357,0.47048,61.9346,34.072,26,21
7,-3,-0.229266,-0.950159,0.211269,77.8033,103.5657,15,26
1,12,0.845118,-0.153571,0.512047,59.1997,10.2992,30,20
4,3,0.416981,-0.837344,0.353526,69.2969,63.5276,21,23
6,-1,-0.012119,-0.969066,0.246502,75.7294,90.7165,17,25
5,1,0.220632,-0.923457,0.313923,71.7042,76.5628,19,24
1,13,0.848672,-0.07234,0.52395,58.4024,4.8721,31,20
8,-4,-0.38923,-0.903505,0.179382,79.6663,113.3064,14,27
2,9,0.749114,-0.430864,0.503174,59.7898,29.906,27,21
10,-6,-0.771727,-0.631851,0.072115,85.8645,140.6911,12,29
3,6,0.626782,-0.641566,0.442196,63.7559,45.6678,24,22
1,14,0.845203,0.019925,0.534074,57.7189,-1.3504,32,20
1,15,0.839134,0.072333,0.539094,57.378,-4.9267,33,20
9,-5,-0.570691,-0.810394,0.132562,82.3823,125.1538,13,28
4,4,0.462269,-0.79706,0.38859,67.1332,59.8877,22,23
7,-2,-0.166668,-0.953168,0.252375,75.3819,99.9183,16,26
2,10,0.765893,-0.368131,0.527151,58.1868,25.6715,28,21
6,0,0.061513,-0.954344,0.292309,73.0038,86.3121,18,25
11,-6,-0.875624,-0.480115,0.052653,86.9818,151.2635,12,30
5,2,0.284914,-0.891278,0.352772,69.3431,72.2725,20,24
3,7,0.654459,-0.587567,0.475866,61.5842,41.9172,25,22
2,11,0.795023,-0.283665,0.536164,57.5771,19.6364,29,21
8,-3,-0.318643,-0.917309,0.238767,76.1862,109.1556,15,27
4,5,0.508151,-0.743412,0.43488,64.2224,55.6459,23,23
3,8,0.684243,-0.529747,0.501179,59.922,37.7474,26,22
9,-4,-0.474635,-0.858485,0.194228,78.8004,118.9371,14,28
2,12,0.804032,-0.205131,0.558081,56.0768,14.3124,30,21
10,-5,-0.67418,-0.724763,0.142128,81.829,132.9292,13,29
5,3,0.338253,-0.8547,0.393792,66.8093,68.4085,21,24
7,-1,-0.091969,-0.953032,0.28857,73.2277,95.5121,17,26
6,1,0.131805,-0.933488,0.333507,70.5182,81.9632,19,25
2,13,0.814356,-0.118293,0.568182,55.3765,8.2649,31,21
4,6,0.556217,-0.677634,0.481076,61.2443,50.6201,24,23
3,9,0.696486,-0.469622,0.542552,57.1425,33.9907,27,22
2,14,0.814325,-0.035405,0.579328,54.5967,2.4895,32,21
8,-2,-0.251189,-0.925535,0.283353,73.5396,105.1842,16,27
2,15,0.798008,0.060781,0.599575,53.1606,-4.3556,33,21
5,4,0.389308,-0.812557,0.433809,64.2905,64.4002,22,24
11,-5,-0.790264,-0.59763,0.135359,82.2206,142.9019,13,30
3,10,0.716053,-0.401327,0.571144,55.17,29.2694,28,22
6,2,0.19155,-0.901881,0.387195,67.2199,78.0092,20,25
7,0,-0.02053,-0.938283,0.345258,69.8024,91.2534,18,26
4,7,0.598121,-0.614622,0.514288,59.0502,45.7796,25,23
9,-3,-0.400339,-0.87913,0.258572,75.0146,114.4836,15,28
10,-4,-0.586103,-0.783718,0.205594,78.1357,126.7909,14,29
3,11,0.745933,-0.324959,0.581366,54.4533,23.5399,29,22
12,-5,-0.87296,-0.468167,0.136967,82.1276,151.7954,13,31
5,5,0.432121,-0.764913,0.477681,61.4659,60.5367,23,24
4,8,0.62045,-0.568284,0.540458,57.2852,42.4873,26,23
8,-1,-0.18644,-0.926959,0.325556,71.0007,101.3722,17,27
3,12,0.762165,-0.245962,0.598838,53.2133,17.8856,30,22
6,3,0.256708,-0.865592,0.429943,64.5361,73.4812,21,25
7,1,0.046903,-0.924883,0.377347,67.8305,87.0969,19,26
3,13,0.77265,-0.164424,0.61317,52.1809,12.0136,31,22
9,-2,-0.327727,-0.893324,0.307517,72.0903,110.1462,16,28
4,9,0.642527,-0.504407,0.576829,54.7722,38.1332,27,23
5,6,0.485386,-0.702998,0.519802,58.681,55.3768,24,24
3,14,0.778421,-0.08276,0.622263,51.5184,6.0688,32,22
11,-4,-0.694359,-0.689422,0.206309,78.0939,135.2044,14,30
3,15,0.78295,0.014882,0.621906,51.5445,-1.0889,33,22
10,-3,-0.51179,-0.815739,0.26952,74.3643,122.104,15,29
6,4,0.3174,-0.823248,0.47066,61.9229,68.9161,22,25
8,0,-0.116044,-0.918922,0.376984,67.853,97.1974,18,27
4,10,0.666805,-0.431157,0.607844,52.5662,32.8868,28,23
7,2,0.09811,-0.902138,0.420145,65.1563,83.7933,20,26
5,7,0.528521,-0.640714,0.556913,56.1574,50.481,25,24
12,-4,-0.803623,-0.56358,0.191228,78.9755,144.9581,14,31
4,11,0.688791,-0.359445,0.629576,50.9811,27.5578,29,23
9,-1,-0.273107,-0.893303,0.356963,69.0862,106.9998,17,28
6,5,0.356644,-0.778911,0.515851,58.9456,65.3981,23,25
5,8,0.565847,-0.58889,0.577083,54.7543,46.1432,26,24
4,12,0.713527,-0.280449,0.642049,50.0552,21.4571,30,23
8,1,-0.042252,-0.907157,0.418666,65.2496,92.6667,19,27
7,3,0.164483,-0.872695,0.459726,62.6306,79.3263,21,26
11,-3,-0.606645,-0.744574,0.278553,73.8262,129.1716,15,30
10,-2,-0.435792,-0.834502,0.337183,70.2946,117.5744,16,29
4,13,0.722529,-0.201295,0.661386,48.5943,15.5677,31,23
5,9,0.590433,-0.523067,0.614647,52.0737,41.5379,27,24
6,6,0.413824,-0.721816,0.554736,56.3075,60.1739,24,25
4,14,0.733071,-0.121963,0.669128,48.0002,9.446,32,23
4,16,0.737916,0.06754,0.671504,47.8167,-5.2296,34,23
9,0,-0.217805,-0.893472,0.392771,66.873,103.7,18,28
4,15,0.741553,-0.035624,0.669948,47.937,2.7503,33,23
7,4,0.223471,-0.835636,0.50177,59.8828,75.028,22,26
5,10,0.615269,-0.453479,0.644826,49.8474,36.3918,28,24
8,2,0.018643,-0.892082,0.451489,63.1607,88.8028,20,27
12,-3,-0.703038,-0.652435,0.282961,73.563,137.138,15,31
6,7,0.461573,-0.666234,0.585732,54.1453,55.2854,25,25
10,-1,-0.356398,-0.848529,0.391124,66.9755,112.7833,17,29
11,-2,-0.538153,-0.766128,0.351339,69.4307,125.0855,16,30
13,-3,-0.822139,-0.504343,0.264056,74.6891,148.4729,15,32
5,11,0.632661,-0.386789,0.670921,47.8618,31.4403,29,24
7,5,0.279767,-0.791582,0.543257,57.0944,70.5352,23,26
5,12,0.662719,-0.310909,0.681277,47.0565,25.1332,30,24
6,8,0.496046,-0.612827,0.615127,52.0388,51.012,26,25
9,1,-0.136957,-0.885116,0.444761,63.5919,98.7958,19,28
8,3,0.06697,-0.871976,0.484946,60.9911,85.6081,21,27
5,13,0.677568,-0.233774,0.697317,45.7878,19.0354,31,24
7,6,0.341573,-0.738803,0.580946,54.4829,65.1874,24,26
10,0,-0.301192,-0.852753,0.426727,64.7399,109.4532,18,29
6,9,0.528735,-0.549967,0.646511,49.721,46.1276,27,25
5,14,0.683974,-0.163768,0.710887,44.6929,13.4652,32,24
12,-2,-0.625051,-0.696303,0.352807,69.3409,131.9134,16,31
5,16,0.693235,0.033657,0.719926,43.9517,-2.7796,34,24
5,15,0.694597,-0.072232,0.715764,44.2942,5.9369,33,24
11,-1,-0.456678,-0.791616,0.405941,66.0499,119.9804,17,30
9,2,-0.069948,-0.864182,0.498293,60.1128,94.6275,20,28
8,4,0.133999,-0.832975,0.53684,57.5312,80.8612,22,27
6,10,0.560571,-0.472531,0.680055,47.1521,40.1291,28,25
7,7,0.392638,-0.676982,0.62252,51.4996,59.887,25,26
13,-2,-0.738092,-0.591477,0.324615,71.0577,141.2927,16,32
6,11,0.582025,-0.407484,0.703707,45.2748,34.9964,29,25
10,1,-0.231033,-0.858267,0.458259,62.7252,105.0661,19,29
8,5,0.189122,-0.792976,0.579156,54.6088,76.5858,23,27
9,3,-0.012001,-0.852186,0.523102,58.4594,90.8068,21,28
7,8,0.425588,-0.624362,0.655017,49.079,55.7202,26,26
6,12,0.605751,-0.339473,0.7196,43.9785,29.267,30,25
11,0,-0.384619,-0.802236,0.456601,62.832,115.6146,18,30
12,-1,-0.559581,-0.715292,0.418601,65.2537,128.0365,17,31
6,13,0.624033,-0.263836,0.735509,42.6498,22.9182,31,25
7,9,0.450361,-0.570583,0.686739,46.6275,51.716,27,26
8,6,0.247808,-0.741726,0.623245,51.4465,71.5257,24,27
6,14,0.632815,-0.183742,0.752187,41.2199,16.191,32,25
10,2,-0.167105,-0.842805,0.51162,59.2282,101.2147,20,29
6,17,0.641516,0.066496,0.764222,40.1621,-5.9179,35,25
6,15,0.648625,-0.103502,0.754038,41.0586,9.0663,33,25
9,4,0.047854,-0.820145,0.570151,55.2393,86.6607,22,28
6,16,0.648197,-0.010575,0.7614,40.4123,0.9347,34,25
13,-1,-0.649063,-0.644343,0.4044,66.1465,135.2091,17,32
7,10,0.491261,-0.497203,0.715158,44.3438,45.3444,28,26
11,1,-0.322893,-0.804211,0.498984,60.0672,111.8756,19,30
14,-1,-0.751178,-0.538859,0.381265,67.588,144.3462,17,33
8,7,0.308053,-0.686036,0.659135,48.7661,65.8183,25,27
12,0,-0.481254,-0.736799,0.474892,61.6477,123.1513,18,31
7,11,0.533732,-0.421319,0.733226,42.8424,38.287,29,26
9,5,0.113346,-0.785103,0.608906,52.4896,81.7849,23,28
10,3,-0.10125,-0.821535,0.561096,55.8684,97.026,21,29
7,12,0.532794,-0.354987,0.768189,39.8084,33.6745,30,26
8,8,0.346199,-0.630868,0.694371,46.0229,61.2435,26,27
7,13,0.561133,-0.281632,0.77834,38.8912,26.652,31,26
11,2,-0.258631,-0.804633,0.534486,57.6909,107.8188,20,30
13,0,-0.584382,-0.656858,0.476482,61.5441,131.6583,18,32
9,6,0.166591,-0.743662,0.647468,49.649,77.3733,24,28
7,14,0.571029,-0.21433,0.792457,37.5843,20.5732,32,26
8,9,0.379246,-0.572521,0.726906,43.3723,56.479,27,27
10,4,-0.033792,-0.799225,0.600081,53.1243,92.4211,22,29
12,1,-0.417443,-0.739286,0.528391,58.1032,119.4515,19,31
7,17,0.598459,0.06901,0.798176,37.0437,-6.5779,35,26
7,15,0.576523,-0.129733,0.806716,36.2237,12.6818,33,26
7,16,0.599426,-0.03252,0.799769,36.8919,3.1054,34,26
14,0,-0.677527,-0.56822,0.466993,62.1607,140.0145,18,33
8,10,0.422203,-0.513748,0.746865,41.6804,50.5863,28,27
9,7,0.226727,-0.685935,0.691439,46.2559,71.7093,25,28
11,3,-0.198035,-0.786688,0.584725,54.2164,104.1296,21,30
8,11,0.463633,-0.444701,0.766346,39.9731,43.806,29,27
10,5,0.019086,-0.763984,0.644953,49.8378,88.5689,23,29
13,1,-0.508416,-0.671256,0.539379,57.3587,127.1406,19,32
12,2,-0.356209,-0.740968,0.569281,55.2999,115.6752,20,31
8,12,0.478725,-0.375001,0.79385,37.4533,38.0728,30,27
9,8,0.276668,-0.635876,0.720498,43.9044,66.4863,26,28
8,13,0.493665,-0.302534,0.815333,35.3797,31.5013,31,27
9,9,0.318293,-0.584509,0.746351,41.7248,61.4296,27,28
10,6,0.068606,-0.726903,0.683305,46.8976,84.6083,24,29
8,14,0.516048,-0.229667,0.825195,34.3917,23.9914,32,27
11,4,-0.131703,-0.761916,0.634144,50.6435,99.8071,22,30
8,17,0.543978,0.025947,0.838698,32.9971,-2.7308,35,27
14,1,-0.621232,-0.575582,0.531767,57.8751,137.1844,19,33
15,1,-0.716016,-0.476167,0.510476,59.3044,146.3752,19,34
8,15,0.513443,-0.156972,0.843644,32.473,16.9997,33,27
8,16,0.526497,-0.067371,0.847504,32.0588,7.2919,34,27
12,3,-0.292812,-0.741146,0.604122,52.8343,111.558,21,31
9,10,0.35197,-0.518038,0.779586,38.7774,55.8066,28,28
13,2,-0.446884,-0.679158,0.58227,54.3896,123.3448,20,32
10,7,0.126541,-0.683662,0.718744,44.0491,79.5136,25,29
11,5,-0.066846,-0.741644,0.667455,48.129,95.1503,23,30
9,11,0.390105,-0.457201,0.79924,36.9424,49.5277,29,28
10,8,0.186482,-0.638219,0.746928,41.675,73.7121,26,29
9,12,0.410363,-0.392146,0.823301,34.5834,43.6996,30,28
9,18,0.502,0.074334,0.861667,30.4957,-8.4229,36,28
14,2,-0.540135,-0.605577,0.584406,54.239,131.7308,20,33
12,4,-0.235625,-0.712761,0.660646,48.6508,108.2929,22,31
9,13,0.42581,-0.319507,0.846523,32.1645,36.8828,31,28
11,6,-0.019667,-0.709336,0.704596,45.2031,91.5882,24,30
13,3,-0.386854,-0.679813,0.623056,51.4604,119.6424,21,32
15,2,-0.63018,-0.52591,0.571219,55.1647,140.1537,20,34
10,9,0.237981,-0.581221,0.778169,38.9068,67.7334,27,29
9,14,0.444435,-0.249082,0.860486,30.6288,29.2684,32,28
9,17,0.477959,0.003205,0.878376,28.5529,-0.3841,35,28
9,15,0.462839,-0.177414,0.868507,29.7144,20.9726,33,28
9,16,0.461674,-0.089974,0.882475,28.0577,11.028,34,28
10,10,0.283648,-0.522425,0.804124,36.4743,61.5005,28,29
11,7,0.028136,-0.674188,0.738024,42.4367,87.6103,25,30
12,5,-0.173488,-0.696914,0.695854,45.9047,103.9789,23,31
14,3,-0.471393,-0.61582,0.631312,50.853,127.4331,21,33
10,11,0.320414,-0.464293,0.825692,34.3413,55.39,29,29
13,4,-0.322392,-0.663626,0.675029,47.5436,115.9107,22,32
11,8,0.093735,-0.629831,0.771056,39.5512,81.535,26,30
15,3,-0.566355,-0.538328,0.624055,51.3871,136.4534,21,34
12,6,-0.11502,-0.678037,0.725973,43.4501,99.6278,24,31
10,12,0.343654,-0.3965,0.851287,31.6481,49.0839,30,29
16,3,-0.666726,-0.432766,0.606787,52.6425,147.0127,21,35
10,18,0.426012,0.083622,0.900845,25.7307,-11.1055,36,29
10,13,0.361825,-0.339214,0.868341,29.7336,43.1526,31,29
11,9,0.138348,-0.579259,0.803317,36.5519,76.5674,27,30
10,14,0.372811,-0.265156,0.889215,27.2252,35.4217,32,29
14,4,-0.411097,-0.611424,0.676135,47.4576,123.9153,22,33
10,17,0.413628,-0.005688,0.910428,24.4354,0.7879,35,29
13,5,-0.273076,-0.648279,0.710749,44.7041,112.8424,23,32
10,15,0.403938,-0.18497,0.895891,26.3769,24.6038,33,29
10,16,0.411194,-0.094896,0.906595,24.9611,12.9952,34,29
12,7,-0.062254,-0.64563,0.761108,40.438,95.5076,25,31
11,10,0.189816,-0.522497,0.831244,33.7732,70.0346,28,30
11,11,0.233498,-0.466753,0.853006,31.4598,63.423,29,30
15,4,-0.497333,-0.534643,0.68324,46.9027,132.9294,22,34
12,8,-0.00047,-0.617135,0.786857,38.1072,90.0436,26,31
13,6,-0.202619,-0.642391,0.739107,42.3446,107.506,24,32
16,4,-0.603968,-0.448077,0.659128,48.7666,143.4287,22,35
11,12,0.271552,-0.396401,0.876998,28.7176,55.5872,30,30
14,5,-0.355375,-0.592296,0.723115,43.6878,120.9636,23,33
11,18,0.350854,0.051701,0.935002,20.7716,-8.3827,36,30
11,13,0.304862,-0.336749,0.890875,27.0166,47.8451,31,30
12,9,0.046278,-0.563237,0.824999,34.4116,85.3029,27,31
13,7,-0.151004,-0.616892,0.772426,39.4277,103.7545,25,32
11,17,0.3517,-0.019015,0.935919,20.6228,3.0948,35,30
11,14,0.315248,-0.272612,0.909011,24.6309,40.8518,32,30
11,15,0.346242,-0.194231,0.917818,23.3908,29.2911,33,30
11,16,0.345117,-0.105738,0.932585,21.1586,17.0343,34,30
15,5,-0.438614,-0.526502,0.728295,43.2563,129.7968,23,34
12,10,0.104753,-0.518643,0.84855,31.9457,78.5812,28,31
14,6,-0.292742,-0.581096,0.759361,40.5921,116.7379,24,33
17,5,-0.613829,-0.34209,0.711469,44.6454,150.8688,23,36
13,8,-0.083695,-0.583653,0.807678,36.1303,98.1605,26,32
12,11,0.160214,-0.466348,0.869972,29.5447,71.0398,29,31
16,5,-0.514553,-0.44979,0.730016,43.1122,138.8421,23,35
12,12,0.185812,-0.400703,0.897168,26.2117,65.1222,30,31
12,18,0.28684,0.05811,0.956214,17.0177,-11.4524,36,31
14,7,-0.231261,-0.576006,0.784051,38.367,111.875,25,33
15,6,-0.378637,-0.530046,0.758739,40.6468,125.54,24,34
13,9,-0.032847,-0.548933,0.835221,33.3612,93.4244,27,32
12,13,0.239189,-0.330961,0.912827,24.101,54.1439,31,31
12,14,0.26533,-0.266727,0.926529,22.0999,45.1503,32,31
12,17,0.290823,-0.032535,0.956223,17.0159,6.3833,35,31
12,15,0.280203,-0.191417,0.940662,19.8369,34.3384,33,31
13,10,0.018122,-0.49923,0.86628,29.9708,87.9211,28,32
12,16,0.287445,-0.111397,0.951297,17.9553,21.1835,34,31
16,6,-0.450861,-0.454495,0.768217,39.8059,134.77,24,35
17,6,-0.569084,-0.350109,0.744021,41.925,148.3996,24,36
14,8,-0.180831,-0.540596,0.821618,34.7529,108.4953,26,33
15,7,-0.316931,-0.515603,0.796058,37.2447,121.5783,25,34
13,11,0.077301,-0.44854,0.890414,27.0747,80.2217,29,32
13,18,0.224137,0.053823,0.97307,13.327,-13.503,36,32
13,12,0.110659,-0.378727,0.918869,23.2387,73.7123,30,32
14,9,-0.122314,-0.503091,0.855534,31.1812,103.6649,27,33
18,7,-0.612845,-0.237994,0.753512,41.1045,158.7767,25,37
16,7,-0.394846,-0.447922,0.802161,36.663,131.3963,25,35
13,13,0.144703,-0.316121,0.937619,20.3446,65.4043,31,32
15,8,-0.264475,-0.5012,0.823924,34.5204,117.8199,26,34
13,17,0.217545,-0.01451,0.975942,12.5933,3.816,35,32
13,14,0.189975,-0.253483,0.948502,18.4678,53.15,32,32
14,10,-0.074606,-0.462264,0.883598,27.9205,99.1681,28,33
17,7,-0.484093,-0.349439,0.802213,36.658,144.1767,25,36
13,16,0.217431,-0.09362,0.971576,13.6936,23.2953,34,32
13,15,0.206177,-0.177222,0.962332,15.776,40.6811,33,32
14,18,0.122039,0.065235,0.990379,7.9541,-28.1263,36,33
14,11,-0.027101,-0.414728,0.909542,24.5579,93.7387,29,33
15,9,-0.209171,-0.454941,0.865607,30.0479,114.6919,27,34
16,8,-0.345829,-0.424492,0.836785,33.1979,129.1693,26,35
14,12,0.021622,-0.352407,0.935597,20.6752,86.4891,30,33
18,8,-0.552765,-0.240117,0.797994,37.061,156.5203,26,37
17,8,-0.435031,-0.350707,0.829309,33.9722,141.1254,26,36
14,13,0.064762,-0.294669,0.953402,17.5598,77.6047,31,33
14,17,0.142261,0.043363,0.988879,8.553,-16.952,35,33
15,10,-0.150887,-0.419657,0.895054,26.4846,109.776,28,34
14,14,0.093363,-0.222863,0.970369,13.9827,67.2699,32,33
14,16,0.130167,-0.061416,0.989588,8.2752,25.2591,34,33
16,9,-0.287418,-0.405222,0.867863,29.7888,125.3475,27,35
14,15,0.114758,-0.137237,0.983868,10.3054,50.0976,33,33
15,11,-0.116339,-0.373255,0.920405,23.0146,107.3117,29,34
18,9,-0.508638,-0.21324,0.834156,33.4719,157.2548,27,37
15,17,0.069569,0.06001,0.995771,5.2715,-40.7809,35,34
17,9,-0.380831,-0.328816,0.864204,30.2081,139.1921,27,36
15,12,-0.076721,-0.311606,0.947109,18.7181,103.8317,30,34
16,10,-0.235475,-0.370574,0.898458,26.0439,122.4332,28,35
15,13,-0.026804,-0.262131,0.96466,15.2777,95.8385,31,34
15,16,0.0582,-0.020587,0.998093,3.5393,19.4806,34,34
15,14,0.006878,-0.184953,0.982723,10.6659,87.8703,32,34
16,17,0.011915,0.088833,0.995975,5.1422,-82.3605,35,35
15,15,0.034035,-0.103288,0.994069,6.2433,71.7623,33,34
16,11,-0.187815,-0.332825,0.924096,22.4676,119.4363,29,35
17,10,-0.32755,-0.297898,0.896643,26.2798,137.7144,28,36
18,10,-0.431861,-0.204895,0.878359,28.555,154.6182,28,37
19,11,-0.461956,-0.062861,0.884672,27.7888,172.251,29,38
16,12,-0.156954,-0.263262,0.951871,17.8484,120.803,30,35
16,16,-0.049404,0.037611,0.99807,3.5598,-142.7183,34,35
17,11,-0.275801,-0.262849,0.924578,22.3952,136.3775,29,36
16,13,-0.115515,-0.203342,0.97227,13.5246,119.6001,31,35
16,15,-0.055604,-0.045503,0.997415,4.1202,140.7055,33,35
18,11,-0.371198,-0.175604,0.911798,24.245,154.6824,29,37
16,14,-0.078767,-0.131863,0.988134,8.8354,120.8515,32,35
17,16,-0.109992,0.082262,0.990522,7.8946,-143.2076,34,36
19,12,-0.425072,-0.033085,0.904555,25.2366,175.5494,30,38
17,12,-0.229333,-0.210597,0.950292,18.1412,137.4387,30,36
18,12,-0.32195,-0.126826,0.938224,20.2447,158.4989,30,37
17,13,-0.201157,-0.142024,0.969208,14.2552,144.7764,31,36
17,15,-0.13317,0.015208,0.990976,7.7029,-173.4849,33,36
18,13,-0.253181,-0.084139,0.963753,15.4737,161.6169,31,37
17,14,-0.154824,-0.075158,0.985079,9.9101,154.1062,32,36
18,15,-0.169639,0.042858,0.984574,10.0769,-165.8214,33,37
18,14,-0.221149,-0.025683,0.974902,12.8638,173.3755,32,37
