p,q,x,y,z,theta,phi,hex1,hex2
-18,-12,0.404185,0.002281,-0.914675,156.1595,-0.3233,6,1
-18,-11,0.478969,-0.036444,-0.877075,151.2915,4.3512,7,1
-18,-10,0.553526,-0.03098,-0.832255,146.3311,3.2034,8,1
-17,-13,0.403359,-0.047158,-0.913826,156.0395,6.6683,5,2
-17,-12,0.458068,-0.127991,-0.879655,151.6007,15.6112,6,2
-18,-9,0.628519,-0.018376,-0.777577,141.0393,1.6747,9,1
-17,-11,0.513464,-0.122187,-0.849367,148.1429,13.3855,7,2
-17,-10,0.575696,-0.122998,-0.80836,143.936,12.0599,8,2
-16,-14,0.309691,-0.180184,-0.933609,159.0045,30.1917,4,3
-16,-13,0.388777,-0.194803,-0.900502,154.2241,26.6139,5,3
-18,-8,0.687317,-0.005502,-0.726337,136.5802,0.4587,10,1
-16,-12,0.45642,-0.204916,-0.865847,149.9795,24.1783,6,3
-17,-9,0.645938,-0.116432,-0.754459,138.9781,10.218,9,2
-16,-11,0.530252,-0.213632,-0.820484,145.1333,21.9439,7,3
-18,-7,0.733282,0.005712,-0.679901,132.8359,-0.4463,11,1
-17,-8,0.696443,-0.102141,-0.710306,135.2598,8.3435,10,2
-16,-10,0.587806,-0.206232,-0.782274,141.4693,19.3334,8,3
-15,-15,0.232745,-0.243275,-0.941619,160.3253,46.2673,3,4
-15,-14,0.301592,-0.264561,-0.915996,156.3476,41.2578,4,4
-15,-13,0.366571,-0.281813,-0.886683,152.4594,37.5523,5,4
-16,-9,0.651172,-0.195952,-0.733197,137.1551,16.7477,9,3
-15,-12,0.440632,-0.288158,-0.850181,148.2314,33.1833,6,4
-17,-7,0.746379,-0.077801,-0.660958,131.373,5.9509,11,2
-15,-11,0.513737,-0.291939,-0.80675,143.7797,29.6081,7,4
-18,-6,0.780066,0.037931,-0.624547,128.6489,-2.7838,12,1
-16,-8,0.702236,-0.181271,-0.688481,133.5099,14.474,10,3
-15,-10,0.584723,-0.295792,-0.755385,139.059,26.8334,8,4
-14,-15,0.180715,-0.299483,-0.936831,159.526,58.8922,3,5
-14,-14,0.261709,-0.339177,-0.903586,154.6335,52.3463,4,5
-14,-13,0.343436,-0.360043,-0.867422,150.1604,46.3523,5,5
-14,-16,0.085476,-0.262257,-0.961205,163.9882,71.9479,2,5
-17,-6,0.789915,-0.051029,-0.611089,127.6683,3.6962,12,2
-15,-9,0.642179,-0.274548,-0.715702,135.7007,23.148,9,4
-16,-7,0.742685,-0.168526,-0.648088,130.3976,12.7848,11,3
-14,-12,0.418526,-0.371266,-0.828853,145.9811,41.5756,6,5
-14,-11,0.491225,-0.372045,-0.787579,141.9598,37.1396,7,5
-17,-5,0.821814,0.002901,-0.569748,124.7326,-0.2023,13,2
-15,-8,0.700578,-0.262826,-0.66341,131.5605,20.5639,10,4
-16,-6,0.792228,-0.139763,-0.594004,126.4417,10.0051,12,3
-14,-10,0.562763,-0.376559,-0.735868,137.3806,33.7875,8,5
-13,-15,0.128256,-0.375741,-0.917807,156.6075,71.1531,3,6
-13,-14,0.21725,-0.407323,-0.887068,152.5071,61.9263,4,6
-13,-16,0.065515,-0.338025,-0.938854,159.86,79.0311,2,6
-13,-13,0.307478,-0.426484,-0.850629,148.2801,54.2099,5,6
-15,-7,0.741341,-0.241812,-0.626052,128.7594,18.0654,11,4
-17,-4,0.827724,0.055325,-0.558402,123.9454,-3.824,14,2
-14,-9,0.628455,-0.361745,-0.688611,133.5203,29.9252,9,5
-16,-5,0.826816,-0.098215,-0.553831,123.6302,6.7742,13,3
-13,-12,0.389046,-0.451151,-0.803185,143.4353,49.2275,6,6
-13,-11,0.467096,-0.456889,-0.757016,139.2019,44.3671,7,6
-14,-8,0.68454,-0.338675,-0.645526,130.2051,26.3238,10,5
-15,-6,0.785625,-0.2145,-0.58033,125.4737,15.2713,12,4
-16,-4,0.854983,-0.045742,-0.516635,121.1068,3.0624,14,3
-13,-10,0.537369,-0.450651,-0.712846,135.4669,39.984,8,6
-17,-3,0.865841,0.092404,-0.491712,119.4532,-6.0916,15,2
-12,-15,0.07806,-0.445097,-0.892074,153.135,80.0527,3,7
-12,-14,0.161872,-0.487022,-0.858258,149.1216,71.6147,4,7
-14,-7,0.732679,-0.320474,-0.600398,126.8984,23.6246,11,5
-12,-16,-0.000474,-0.408718,-0.912661,155.8757,90.0664,2,7
-15,-5,0.829835,-0.177183,-0.529131,121.9467,12.0526,13,4
-12,-13,0.259309,-0.502349,-0.824866,145.575,62.6975,5,7
-13,-9,0.603849,-0.436893,-0.666702,131.813,35.8863,9,6
-12,-17,-0.054669,-0.35959,-0.931507,158.671,98.6445,1,7
-12,-12,0.348677,-0.522291,-0.778226,141.0985,56.2732,6,7
-16,-3,0.884308,0.001348,-0.466902,117.8334,-0.0873,15,3
-14,-6,0.780079,-0.29321,-0.552725,123.5542,20.5999,12,5
-13,-8,0.660088,-0.420554,-0.62243,128.4938,32.502,10,6
-12,-11,0.425351,-0.525487,-0.736845,137.4633,51.0119,7,7
-15,-4,0.86076,-0.137519,-0.490082,119.346,9.0771,14,4
-12,-10,0.499159,-0.527822,-0.687201,133.4089,46.5987,8,7
-11,-15,0.012552,-0.502294,-0.864606,149.8377,88.5685,3,8
-14,-5,0.824301,-0.252787,-0.506584,120.4365,17.0491,13,5
-13,-7,0.712003,-0.402626,-0.575278,125.1191,29.4874,11,6
-11,-16,-0.065552,-0.457932,-0.886567,152.445,98.1465,2,8
-11,-14,0.112136,-0.546485,-0.829927,146.0913,78.4041,4,8
-16,-2,0.903078,0.046266,-0.426976,115.2758,-2.9328,16,3
-15,-3,0.890701,-0.091162,-0.445355,116.4461,5.8438,15,4
-11,-13,0.207232,-0.574447,-0.791875,142.3611,70.1631,5,8
-11,-17,-0.110197,-0.40259,-0.908723,155.3295,105.308,1,8
-12,-9,0.568996,-0.509775,-0.645269,130.1859,41.8578,9,7
-11,-12,0.300097,-0.590424,-0.749228,138.5235,63.057,6,8
-13,-6,0.763711,-0.3752,-0.52533,121.6904,26.1642,12,6
-14,-4,0.863756,-0.214213,-0.456112,117.1365,13.9284,14,5
-12,-8,0.634861,-0.500366,-0.588715,126.0659,38.2435,10,7
-11,-11,0.383154,-0.599076,-0.703066,134.6735,57.3981,7,8
-15,-2,0.917387,-0.045307,-0.39541,113.2915,2.8273,16,4
-16,-1,0.909705,0.126076,-0.395652,113.3067,-7.8904,17,3
-13,-5,0.814364,-0.329936,-0.477445,118.5187,22.0551,13,6
-11,-10,0.464322,-0.583744,-0.666069,131.7644,51.5005,8,8
-12,-7,0.687225,-0.481955,-0.543544,122.9252,35.0422,11,7
-10,-16,-0.125926,-0.499848,-0.85691,148.9714,104.1402,2,9
-14,-3,0.893849,-0.176386,-0.412216,114.3441,11.1629,15,5
-10,-15,-0.048891,-0.563132,-0.82492,145.5804,94.962,3,9
-10,-14,0.040024,-0.597773,-0.800665,143.1937,86.1694,4,9
-10,-13,0.142399,-0.62488,-0.767625,140.1411,77.1626,5,9
-11,-9,0.53382,-0.568543,-0.625936,128.7509,46.8041,9,8
-13,-4,0.857124,-0.291208,-0.424896,115.1441,18.7652,14,6
-12,-6,0.739105,-0.453802,-0.497782,119.8534,31.5494,12,7
-15,-1,0.930193,0.009903,-0.366938,111.5269,-0.61,17,4
-10,-12,0.243478,-0.65418,-0.716078,135.7316,69.5854,6,9
-14,-2,0.916872,-0.125914,-0.378802,112.2595,7.8195,16,5
-11,-8,0.601474,-0.561864,-0.567923,124.6055,43.0499,10,8
-10,-11,0.333355,-0.668101,-0.665219,131.6991,63.4827,7,9
-12,-5,0.792497,-0.420033,-0.442178,116.2429,27.9241,13,7
-13,-3,0.8898,-0.252517,-0.38012,112.3411,15.8435,15,6
-10,-10,0.426686,-0.649567,-0.629286,128.9975,56.7,8,9
-11,-7,0.662555,-0.545939,-0.512808,120.851,39.4882,11,8
-9,-15,-0.109098,-0.587711,-0.801682,143.291,100.5162,3,10
-9,-16,-0.184815,-0.521969,-0.832701,146.3773,109.4976,2,10
-9,-14,-0.01822,-0.632833,-0.774074,140.7211,91.6492,4,10
-14,-1,0.938139,-0.072087,-0.338671,109.7959,4.394,17,5
-15,0,0.945786,0.083457,-0.313884,108.2934,-5.0427,18,4
-9,-13,0.079984,-0.672779,-0.735507,137.3501,83.2202,5,10
-10,-9,0.497603,-0.639559,-0.585966,125.8713,52.1156,9,9
-12,-4,0.835536,-0.375388,-0.401203,113.6534,24.1933,14,7
-11,-6,0.714862,-0.517023,-0.470807,118.0867,35.8763,12,8
-13,-2,0.915188,-0.206543,-0.346078,110.2476,12.7177,16,6
-9,-12,0.185014,-0.704113,-0.685561,133.2797,75.2777,6,10
-10,-8,0.567464,-0.624307,-0.536867,122.4706,47.7307,10,9
-9,-11,0.271226,-0.726363,-0.631532,129.1632,69.5242,7,10
-14,0,0.954524,-0.015141,-0.29775,107.3225,0.9087,18,5
-12,-3,0.876504,-0.332264,-0.348342,110.3859,20.7607,15,7
-11,-5,0.769937,-0.486131,-0.413369,114.4167,32.2679,13,8
-8,-16,-0.237883,-0.52078,-0.819878,145.0726,114.5501,2,11
-13,-1,0.937081,-0.157758,-0.311434,108.1457,9.5562,17,6
-9,-10,0.36034,-0.720114,-0.592951,126.3667,63.4169,8,10
-8,-15,-0.178805,-0.60846,-0.773179,140.6402,106.3762,3,11
-10,-7,0.629351,-0.607116,-0.485105,119.0194,43.9698,11,9
-8,-14,-0.08872,-0.659673,-0.746298,138.2707,97.6598,4,11
-8,-13,0.006776,-0.708258,-0.705921,134.904,89.4519,5,11
-9,-9,0.447905,-0.704582,-0.550404,123.3948,57.5558,9,10
-12,-2,0.904287,-0.287918,-0.315226,108.3745,17.6611,16,7
-14,1,0.958381,0.036468,-0.283154,106.4486,-2.1791,19,5
-11,-4,0.812603,-0.455437,-0.363667,111.3256,29.2692,14,8
-10,-6,0.688162,-0.576661,-0.440336,116.1253,39.9621,12,9
-8,-12,0.112851,-0.747355,-0.654772,130.9023,81.4131,6,11
