p,q,x,y,z,theta,phi,hex1,hex2
-12,-9,0.588575,0.522813,-0.616642,128.0713,-41.6137,9,7
-14,-6,0.798168,0.293297,-0.526218,121.7503,-20.1765,12,5
-11,-11,0.387645,0.614387,-0.687212,133.4098,-57.7503,7,8
-16,-4,0.872951,0.061818,-0.483876,118.9388,-4.0507,14,3
-13,-7,0.73376,0.410507,-0.541369,122.7769,-29.2252,11,6
-10,-15,-0.040996,0.599244,-0.799516,143.0839,-93.9137,3,9
-11,-10,0.471286,0.609155,-0.637824,129.6298,-52.2719,8,8
-10,-16,-0.11176,0.547063,-0.829597,146.0574,-101.5461,2,9
-10,-14,0.054129,0.635557,-0.770154,140.3677,-85.132,4,9
-12,-8,0.652817,0.502226,-0.567096,124.548,-37.5718,10,7
-10,-13,0.16496,0.659448,-0.733428,137.1745,-75.9558,5,9
-14,-5,0.840868,0.260089,-0.474652,118.3367,-17.1874,13,5
-17,-3,0.890137,-0.070776,-0.450163,116.7541,4.5461,15,2
-15,-4,0.876057,0.136534,-0.462475,117.5469,-8.8583,14,4
-13,-6,0.783047,0.37626,-0.495243,119.6858,-25.6646,12,6
-10,-12,0.257925,0.678213,-0.688114,133.481,-69.1781,6,9
-11,-9,0.548468,0.598217,-0.584226,125.7483,-47.4842,9,8
-12,-7,0.71112,0.474664,-0.518654,121.242,-33.7226,11,7
-10,-11,0.339816,0.682408,-0.647182,130.3295,-63.5282,7,9
-16,-3,0.901924,0.016583,-0.431577,115.5677,-1.0533,15,3
-13,-5,0.824459,0.341785,-0.451055,116.8114,-22.5168,13,6
-14,-4,0.878002,0.212893,-0.428706,115.3855,-13.6297,14,5
-11,-8,0.619177,0.573626,-0.536258,122.4293,-42.813,10,8
-10,-10,0.422673,0.676527,-0.603041,127.088,-58.0042,8,9
-9,-15,-0.09839,0.635508,-0.7658,139.9782,-98.8007,3,10
-9,-14,-0.015098,0.674021,-0.738558,137.6087,-91.2832,4,10
-9,-16,-0.17426,0.571513,-0.801877,143.3097,-106.957,2,10
-15,-3,0.90656,0.092938,-0.411718,114.3128,-5.8534,15,4
-12,-6,0.757319,0.451081,-0.472222,118.1786,-30.7792,12,7
-9,-13,0.086706,0.708028,-0.700841,134.4945,-83.0182,5,10
-9,-12,0.185525,0.726889,-0.661221,131.393,-75.682,6,10
-10,-9,0.505343,0.664811,-0.55014,123.3766,-52.7604,9,9
-11,-7,0.678549,0.543719,-0.493903,119.5974,-38.7051,11,8
-9,-17,-0.258809,0.515519,-0.816859,144.7715,-116.6583,1,10
-16,-2,0.914841,-0.03225,-0.402525,113.7362,2.0189,16,3
-9,-11,0.285759,0.727993,-0.623191,128.5496,-68.5685,7,10
-13,-4,0.867491,0.292456,-0.402404,113.7286,-18.6304,14,6
-14,-3,0.903899,0.170888,-0.392127,113.0869,-10.7058,15,5
-12,-5,0.80549,0.415488,-0.422558,114.9962,-27.2856,13,7
-10,-8,0.580627,0.642823,-0.499651,119.9769,-47.9102,10,9
-9,-10,0.376842,0.728416,-0.572189,124.903,-62.6455,8,10
-15,-2,0.927365,0.046481,-0.371259,111.7933,-2.8693,16,4
-11,-6,0.733405,0.50923,-0.450336,116.7653,-34.7737,12,8
-8,-15,-0.169084,0.641044,-0.748648,138.4734,-104.776,3,11
-8,-14,-0.081732,0.698826,-0.710607,135.2843,-96.6708,4,11
-8,-13,0.011105,0.746304,-0.665512,131.7216,-89.1475,5,11
-8,-16,-0.257803,0.570184,-0.780018,141.2622,-114.3296,2,11
-10,-7,0.640945,0.614419,-0.460087,117.3927,-43.7895,11,9
-8,-12,0.118442,0.77252,-0.623846,128.5976,-81.2833,6,11
-9,-9,0.455575,0.72112,-0.521955,121.4635,-57.7169,9,10
-13,-3,0.901353,0.240191,-0.360376,111.1233,-14.9214,15,6
-12,-4,0.850077,0.368586,-0.376184,112.0975,-23.4411,14,7
-14,-2,0.930682,0.117207,-0.346546,110.2762,-7.1779,16,5
-8,-11,0.218773,0.776372,-0.591088,126.2342,-74.2627,7,11
-11,-5,0.782888,0.477254,-0.399142,113.5245,-31.3668,13,8
-9,-8,0.536624,0.698405,-0.473565,118.266,-52.4629,10,10
-15,-1,0.939722,-0.001611,-0.341936,109.9949,0.0982,17,4
-8,-10,0.313576,0.774534,-0.549334,123.3213,-67.959,8,11
-10,-6,0.700744,0.582701,-0.411603,114.3056,-39.7451,12,9
-7,-15,-0.249015,0.65181,-0.716335,135.7527,-110.9086,3,12
-7,-14,-0.151875,0.719981,-0.677172,132.623,-101.9115,4,12
-13,-2,0.929228,0.187831,-0.318206,108.5545,-11.4276,16,6
-7,-13,-0.05399,0.77354,-0.631444,129.1567,-93.9925,5,12
-12,-3,0.890828,0.318396,-0.324112,108.9118,-19.6677,15,7
-11,-4,0.830518,0.435843,-0.346816,110.2927,-27.6898,14,8
-7,-16,-0.330895,0.565662,-0.755338,139.0549,-120.3264,2,12
-8,-9,0.400231,0.769814,-0.497194,119.8145,-62.5298,9,11
-9,-7,0.608156,0.674706,-0.418233,114.7231,-47.9696,11,10
-14,-1,0.947068,0.079999,-0.310905,108.1138,-4.8283,17,5
-7,-12,0.052559,0.808441,-0.586226,125.8896,-86.2803,6,12
-10,-5,0.755622,0.552452,-0.351899,110.6035,-36.1713,13,9
-7,-11,0.15237,0.82117,-0.549967,123.3647,-79.4882,7,12
-8,-8,0.483587,0.756681,-0.439974,116.1022,-57.4178,10,11
-15,0,0.948767,-0.069068,-0.308336,107.959,4.1637,18,4
-9,-6,0.665593,0.641044,-0.382162,112.4677,-43.9237,12,10
-12,-2,0.921552,0.263878,-0.284797,106.5467,-15.9786,16,7
-7,-10,0.249496,0.820677,-0.514044,120.9336,-73.0901,8,12
-13,-1,0.94574,0.145847,-0.290352,106.879,-8.7668,17,6
-11,-3,0.870917,0.394825,-0.292604,107.0139,-24.3869,15,8
-6,-15,-0.31601,0.653737,-0.687579,133.4388,-115.7987,3,13
-6,-14,-0.229004,0.729494,-0.644512,130.1291,-107.4282,4,13
-10,-4,0.807031,0.501742,-0.311379,108.1423,-31.8698,14,9
-6,-13,-0.124985,0.785139,-0.606576,127.3424,-99.0449,5,13
-14,0,0.959292,0.022186,-0.281544,106.3523,-1.3249,18,5
-8,-7,0.560204,0.732706,-0.386411,112.7314,-52.5996,11,11
-7,-9,0.345468,0.813617,-0.467632,117.8807,-66.9936,9,12
-6,-16,-0.382789,0.590394,-0.710568,135.2812,-122.9579,2,13
-6,-12,-0.017716,0.833945,-0.551563,123.4743,-91.217,6,13
-9,-5,0.721081,0.610752,-0.327144,109.0955,-40.2644,13,10
-6,-11,0.083986,0.85673,-0.508881,120.5893,-84.4011,7,13
-12,-1,0.942995,0.211804,-0.256709,104.8749,-12.659,17,7
-11,-2,0.903861,0.346982,-0.250277,104.4939,-21.0012,16,8
-7,-8,0.41829,0.811078,-0.408883,114.1347,-62.7189,10,12
-15,1,0.939922,-0.132614,-0.31458,108.3355,8.0309,19,4
-13,0,0.964197,0.093699,-0.248081,104.364,-5.5504,18,6
-8,-6,0.623552,0.704255,-0.339421,109.8416,-48.4781,12,11
-10,-3,0.844177,0.463941,-0.268559,105.5785,-28.7922,15,9
-6,-10,0.174788,0.865431,-0.469551,118.0051,-78.5818,8,13
-9,-4,0.771348,0.573193,-0.276537,106.0536,-36.6163,14,10
-5,-14,-0.308965,0.72494,-0.615632,127.9978,-113.0834,4,14
-14,1,0.964073,-0.050343,-0.260822,105.1189,2.9892,19,5
-5,-15,-0.421393,0.620884,-0.661008,131.3768,-124.1647,3,14
-5,-13,-0.205343,0.786858,-0.581969,125.5892,-104.6261,5,14
-7,-7,0.499215,0.794319,-0.346181,110.2539,-57.8514,11,12
-6,-9,0.268659,0.86242,-0.429016,115.4051,-72.6972,9,13
-8,-5,0.68076,0.669108,-0.298095,107.3432,-44.5054,13,11
-5,-12,-0.089663,0.846792,-0.524312,121.6219,-96.0443,6,14
-11,-1,0.930849,0.287216,-0.225892,103.0554,-17.1478,17,8
-12,0,0.963299,0.15862,-0.216552,102.5066,-9.3506,18,7
-10,-2,0.88208,0.414472,-0.223937,102.9404,-25.1679,16,9
-5,-11,0.008802,0.880458,-0.474042,118.297,-89.4272,7,14
-6,-8,0.35906,0.853899,-0.37674,112.1319,-67.1935,10,13
-13,1,0.978521,0.027194,-0.204344,101.7911,-1.5919,19,6
-9,-3,0.816695,0.526959,-0.23521,103.604,-32.8315,15,10
-7,-6,0.573876,0.761666,-0.300885,107.5107,-53.0038,12,12
-5,-10,0.1058,0.891674,-0.440142,116.1129,-83.2333,8,14
-8,-4,0.731679,0.634116,-0.250086,104.4826,-40.9141,14,11
-4,-14,-0.392032,0.700944,-0.595809,126.5703,-119.2179,4,15
-11,0,0.955687,0.230041,-0.183692,100.5849,-13.534,18,8
-14,2,0.964827,-0.126264,-0.230579,103.3312,7.4557,20,5
-4,-15,-0.449522,0.611117,-0.65151,130.6556,-126.3372,3,15
-4,-13,-0.278321,0.78636,-0.551521,123.4714,-109.4907,5,15
-6,-7,0.439797,0.841589,-0.313539,108.2727,-62.4094,11,13
-10,-1,0.916113,0.357615,-0.181242,100.4421,-21.3238,17,9
-5,-9,0.196914,0.898449,-0.392448,113.1069,-77.6379,9,14
-12,1,0.979456,0.090928,-0.179994,100.3694,-5.3039,19,7
-4,-12,-0.174951,0.841236,-0.511581,120.7692,-101.7483,6,15
-7,-5,0.630841,0.733064,-0.254279,104.7309,-49.2862,13,12
-9,-2,0.853436,0.480002,-0.203088,101.7176,-29.3549,16,10
-4,-11,-0.074611,0.889607,-0.450591,116.7816,-94.7942,7,15
-13,2,0.982227,-0.032037,-0.184944,100.6579,1.8681,20,6
-8,-3,0.785077,0.583204,-0.208632,102.0422,-36.6073,15,11
-5,-8,0.291395,0.893177,-0.342525,110.0308,-71.9313,10,14
-6,-6,0.524606,0.806744,-0.271942,105.7798,-56.965,12,13
-4,-10,0.039173,0.914224,-0.403311,113.7853,-87.5465,8,15
-11,1,0.974134,0.167755,-0.151399,98.708,-9.771,19,8
-7,-4,0.688869,0.693739,-0.210206,102.1344,-45.2018,14,12
-10,0,0.942482,0.297672,-0.15205,98.7457,-17.5281,18,9
-9,-1,0.889275,0.429146,-0.158189,99.1018,-25.761,17,10
-12,2,0.9875,0.036558,-0.15332,98.8194,-2.1202,20,7
-3,-14,-0.456808,0.687708,-0.564255,124.3506,-123.594,4,16
-5,-7,0.369709,0.884238,-0.285376,106.5813,-67.3097,11,14
-4,-9,0.125396,0.925488,-0.357419,110.9418,-82.2839,9,15
-3,-13,-0.366914,0.774855,-0.514756,120.9811,-115.3388,5,16
-8,-2,0.831781,0.528154,-0.17086,99.8378,-32.4142,16,11
-6,-5,0.589413,0.77424,-0.23053,103.3283,-52.7187,13,13
-3,-12,-0.252149,0.844159,-0.473092,118.2352,-106.6308,6,16
-13,3,0.977526,-0.12414,-0.170389,99.8105,7.2375,21,6
-7,-3,0.739756,0.65034,-0.172682,99.9438,-41.3196,15,12
-3,-11,-0.142875,0.895351,-0.421822,114.9497,-99.0665,7,16
-4,-8,0.222621,0.927286,-0.300964,107.5155,-76.5,10,15
-5,-6,0.456015,0.858424,-0.234859,103.5833,-62.0217,12,14
-10,1,0.964595,0.234574,-0.120549,96.9238,-13.6681,19,9
-9,0,0.924797,0.365023,-0.107276,96.1583,-21.5394,18,10
-11,2,0.988989,0.096913,-0.111842,96.4215,-5.5967,20,8
-3,-10,-0.052733,0.928383,-0.367865,111.584,-93.251,8,16
-6,-4,0.650793,0.736562,-0.184241,100.6169,-48.5376,14,13
-8,-1,0.864663,0.485748,-0.128088,97.3591,-29.3263,17,11
-12,3,0.989994,-0.03613,-0.136404,97.8398,2.0901,21,7
-4,-7,0.301495,0.921954,-0.243107,104.07,-71.8913,11,15
-7,-2,0.793579,0.592184,-0.139823,98.0376,-36.731,16,12
-3,-9,0.060411,0.944469,-0.323,108.8445,-86.3402,9,16
-5,-5,0.542019,0.817245,-0.195772,101.2898,-56.4466,13,14
-2,-13,-0.442381,0.750593,-0.490825,119.3948,-120.5141,5,17
-2,-14,-0.534505,0.660061,-0.527848,121.8602,-128.9999,4,17
-2,-12,-0.34456,0.827562,-0.443193,116.3078,-112.6047,6,17
-10,2,0.981643,0.17323,-0.079801,94.5771,-10.0079,20,9
-6,-3,0.699938,0.699586,-0.143755,98.2652,-44.9856,15,13
-9,1,0.949531,0.303696,-0.078479,94.5012,-17.7362,19,10
-2,-11,-0.232346,0.88724,-0.398524,113.4859,-104.6748,7,17
-3,-8,0.144447,0.952696,-0.267405,105.5099,-81.3785,10,16
-8,0,0.898459,0.430806,-0.084721,94.86,-25.6175,18,11
-4,-6,0.38348,0.901212,-0.201891,101.6476,-66.9495,12,15
-11,3,0.996496,0.028601,-0.078601,94.5081,-1.644,21,8
-5,-4,0.601393,0.782721,-0.160233,99.2204,-52.4636,14,14
-2,-10,-0.127642,0.930627,-0.342989,110.0591,-97.8098,8,17
-7,-1,0.836421,0.53936,-0.097423,95.5908,-32.8157,17,12
-12,4,0.980785,-0.139381,-0.136504,97.8456,8.0882,22,7
-3,-7,0.236769,0.948252,-0.211561,102.2138,-75.9805,11,16
-6,-2,0.751307,0.651232,-0.106932,96.1385,-40.9187,16,13
-2,-9,-0.028181,0.955094,-0.29496,107.1552,-91.6901,9,17
-4,-5,0.479449,0.863377,-0.157187,99.0437,-60.9558,13,15
-1,-13,-0.516288,0.721362,-0.46161,117.491,-125.5918,5,18
-9,2,0.969646,0.238422,-0.054239,93.1092,-13.8142,20,10
-10,3,0.993754,0.102027,-0.045198,92.5905,-5.8619,21,9
-1,-14,-0.577811,0.639793,-0.506753,120.4478,-132.0859,4,18
-1,-12,-0.416597,0.805614,-0.421229,114.9122,-117.3443,6,18
-8,1,0.927499,0.371409,-0.042442,92.4325,-21.8232,19,11
-5,-3,0.66111,0.741705,-0.113167,96.4979,-48.2882,15,14
-11,4,0.997077,-0.033138,-0.068838,93.9473,1.9035,22,8
-1,-11,-0.306153,0.875077,-0.374847,112.0149,-109.2828,7,18
-7,0,0.868672,0.492155,-0.056512,93.2396,-29.5342,18,12
-2,-8,0.060434,0.965601,-0.252907,104.6496,-86.4187,10,17
-3,-6,0.326184,0.929495,-0.172171,99.9141,-70.6627,12,16
-4,-4,0.545663,0.829483,-0.119203,96.8461,-56.6617,14,15
-6,-1,0.803452,0.592204,-0.061318,93.5155,-36.393,17,13
-1,-10,-0.200711,0.925506,-0.321176,108.734,-102.236,8,18
-9,3,0.985645,0.16802,-0.01655,90.9483,-9.6741,21,10
-5,-2,0.706723,0.703888,-0.071305,94.0889,-44.8848,16,14
-2,-7,0.161746,0.967656,-0.193595,101.1627,-80.5106,11,17
-10,4,0.998704,0.042026,-0.0287,91.6446,-2.4096,22,9
-8,2,0.954069,0.299544,-0.005118,90.2932,-17.4304,20,11
-3,-5,0.403284,0.905761,-0.130227,97.4827,-65.9993,13,16
-1,-9,-0.089496,0.962179,-0.257298,104.9098,-95.314,9,18
-7,1,0.901011,0.433658,-0.010971,90.6286,-25.7016,19,12
0,-13,-0.588991,0.685144,-0.428563,115.3764,-130.6843,5,19
-11,5,0.993656,-0.088321,-0.06962,93.9922,5.0794,23,8
0,-12,-0.491328,0.774306,-0.398807,113.5036,-122.3967,6,19
-4,-3,0.595264,0.800108,-0.074078,94.2483,-53.3515,15,15
-6,0,0.836743,0.547254,-0.019355,91.1091,-33.1858,18,13
0,-11,-0.386669,0.852145,-0.352613,110.6472,-114.4066,7,19
-2,-6,0.262294,0.954007,-0.145161,98.3466,-74.627,12,17
-1,-8,9.1e-05,0.975135,-0.22161,102.8036,-89.9946,10,18
-5,-1,0.754687,0.655768,-0.020379,91.1677,-40.9883,17,14
-3,-4,0.47489,0.875742,-0.086918,94.9863,-61.5303,14,16
0,-10,-0.276147,0.914661,-0.295192,107.1691,-106.7997,8,19
-9,4,0.994638,0.102675,0.012374,89.291,-5.8937,22,10
-8,3,0.974838,0.222131,0.018682,88.9295,-12.8365,21,11
-10,5,0.999362,-0.022276,-0.027918,91.5998,1.2769,23,9
-7,2,0.928844,0.369065,0.032254,88.1517,-21.6698,20,12
-1,-7,0.093682,0.980764,-0.171247,99.8603,-84.5437,11,18
-4,-2,0.654735,0.75495,-0.037059,92.1238,-49.0663,16,15
-2,-5,0.333278,0.937579,-0.099358,95.7022,-70.4314,13,17
-6,1,0.868285,0.495818,0.015707,89.1,-29.7277,19,13
0,-9,-0.168447,0.959969,-0.223799,102.9322,-99.9524,9,19
1,-13,-0.611976,0.665765,-0.426898,115.2708,-132.5894,5,20
1,-12,-0.560361,0.737292,-0.377354,112.1699,-127.2358,6,20
-3,-3,0.539568,0.841101,-0.037625,92.1562,-57.3197,15,16
-5,0,0.7977,0.602881,0.014452,89.1719,-37.081,18,14
1,-11,-0.462373,0.826064,-0.322227,108.7976,-119.237,7,20
-1,-6,0.182379,0.97662,-0.113803,96.5346,-79.4221,12,18
0,-8,-0.077813,0.980789,-0.178883,100.3047,-94.5362,10,19
-9,5,0.998743,0.043759,0.024457,88.5986,-2.5088,23,10
-8,4,0.985814,0.162342,0.042615,87.5576,-9.3514,22,11
-4,-1,0.716118,0.697858,0.012976,89.2565,-44.2601,17,15
-7,3,0.948895,0.310468,0.056641,86.753,-18.1176,21,12
-10,6,0.993322,-0.109214,-0.037189,92.1313,6.2743,24,9
-2,-4,0.407236,0.911755,-0.053494,93.0665,-65.9321,14,17
1,-10,-0.360069,0.891896,-0.273626,105.8802,-111.9845,8,20
-6,2,0.900257,0.431174,0.060217,86.5477,-25.5919,20,13
-3,-2,0.591958,0.805919,0.008996,89.4845,-53.7022,16,16
0,-7,0.023937,0.990408,-0.136082,97.8212,-88.6155,11,19
-5,1,0.83211,0.552428,0.049147,87.183,-33.5797,19,14
1,-9,-0.250354,0.947532,-0.198759,101.4644,-104.8003,9,20
-1,-5,0.258883,0.964244,-0.056681,93.2493,-74.9715,13,18
2,-12,-0.62722,0.693565,-0.354349,110.7535,-132.1244,6,21
-2,-3,0.478604,0.87803,0.000897,89.9486,-61.4057,15,17
-4,0,0.763393,0.644022,0.049667,87.1531,-40.152,18,15
-9,6,0.999512,-0.022008,0.022174,88.7294,1.2614,24,10
-8,5,0.993995,0.094777,0.054686,86.8651,-5.4467,23,11
-7,4,0.970495,0.230985,0.069172,86.0335,-13.3877,22,12
2,-11,-0.535765,0.78996,-0.298193,107.3491,-124.1458,7,21
0,-6,0.110187,0.990205,-0.085751,94.9192,-83.6504,12,19
1,-8,-0.155821,0.977331,-0.14333,98.2406,-99.0587,10,20
-6,3,0.924615,0.371791,0.082822,85.2492,-21.9052,21,13
-3,-1,0.660869,0.748871,0.049442,87.1661,-48.572,17,16
-1,-4,0.337465,0.941169,-0.017843,91.0224,-70.2742,14,18
2,-10,-0.433214,0.867842,-0.243261,104.0791,-116.5277,8,21
-5,2,0.869604,0.486782,0.082661,85.2585,-29.239,20,14
-2,-2,0.54247,0.838918,0.044069,87.4742,-57.112,16,17
-4,1,0.796728,0.598958,0.080462,85.3849,-36.9348,19,15
1,-7,-0.058655,0.993178,-0.100781,95.7842,-93.3798,11,20
0,-5,0.194941,0.980084,-0.03787,92.1703,-78.7505,13,19
2,-9,-0.329292,0.926781,-0.180678,100.4092,-109.5605,9,21
-8,6,0.997057,0.037551,0.066837,86.1677,-2.1568,24,11
-9,7,0.994221,-0.105954,0.017248,89.0117,6.0831,25,10
-7,5,0.982868,0.163569,0.08494,85.1274,-9.4485,23,12
-3,0,0.712647,0.696952,0.079955,85.414,-44.3621,18,16
-6,4,0.947401,0.303709,0.100959,84.2056,-17.7744,22,13
3,-12,-0.695993,0.643654,-0.318282,108.5591,-137.2374,6,22
-1,-3,0.413193,0.910129,0.030597,88.2467,-65.5822,15,18
3,-11,-0.605364,0.745637,-0.278495,106.1704,-129.0723,7,22
-5,3,0.896706,0.428452,0.111119,83.6202,-25.5388,21,14
1,-6,0.038943,0.997549,-0.05813,93.3325,-87.7644,12,20
2,-8,-0.227037,0.966756,-0.117628,96.7552,-103.2161,10,21
-2,-1,0.596901,0.798226,0.080899,85.3597,-53.2115,17,17
-4,2,0.828463,0.550215,0.104463,84.0038,-33.5897,20,15
0,-4,0.273986,0.961679,0.010265,89.4118,-74.0975,14,19
3,-10,-0.512228,0.829013,-0.224409,102.9681,-121.711,8,22
-8,7,0.997108,-0.029577,0.070001,85.986,1.699,25,11
-7,6,0.992574,0.084348,0.087647,84.9718,-4.8573,24,12
-3,1,0.757112,0.645086,0.103179,84.0777,-40.4322,19,16
-1,-2,0.484004,0.872399,0.068266,86.0856,-60.9786,16,18
-6,5,0.965874,0.238405,0.101249,84.1889,-13.8651,23,13
2,-7,-0.14138,0.98751,-0.06954,93.9876,-98.1476,11,21
1,-5,0.131415,0.991273,-0.010407,90.5963,-82.4482,13,20
3,-9,-0.40622,0.898504,-0.16636,99.5762,-114.3281,9,22
-5,4,0.925266,0.358013,0.125337,82.7998,-21.1529,22,14
-2,0,0.660712,0.742416,0.110805,83.6383,-48.3325,18,17
0,-3,0.353416,0.93369,0.057623,86.6966,-69.2676,15,19
-4,3,0.85955,0.496036,0.12297,82.9364,-29.9887,21,15
4,-11,-0.698718,0.66699,-0.258685,104.992,-136.3309,7,23
3,-8,-0.306933,0.945332,-0.110183,96.3259,-107.9877,10,22
-8,8,0.993648,-0.09517,0.060052,86.5572,5.471,26,11
2,-6,-0.053607,0.998345,-0.020818,91.1929,-93.0736,12,21
-1,-1,0.551189,0.827891,0.103861,84.0385,-56.3453,17,18
-7,7,0.994993,0.028409,0.095822,84.5014,-1.6355,25,12
-3,2,0.793453,0.597376,0.116505,83.3096,-36.9754,20,16
4,-10,-0.591173,0.77867,-0.210208,102.1345,-127.2061,8,23
1,-4,0.212092,0.97645,0.03954,87.7339,-77.7453,14,20
-6,6,0.97897,0.162261,0.123646,82.8974,-9.411,24,13
-5,5,0.939564,0.308477,0.148533,81.4581,-18.176,23,14
-2,1,0.705811,0.698935,0.115414,83.3725,-44.7195,19,17
0,-2,0.425403,0.899702,0.097821,84.3863,-64.694,16,19
3,-7,-0.21501,0.975601,-0.044429,92.5464,-102.4286,11,22
-4,4,0.892402,0.424524,0.152966,81.2012,-25.4409,22,15
4,-9,-0.486959,0.86152,-0.143718,98.2631,-119.4765,9,23
2,-5,0.051595,0.998381,0.023933,88.6286,-87.0417,13,21
-1,0,0.60593,0.786271,0.120943,83.0535,-52.3808,18,18
-3,3,0.823149,0.549888,0.141596,81.8598,-33.7441,21,16
-7,8,0.993058,-0.036193,0.111921,83.5739,2.0873,26,12
1,-3,0.290661,0.953418,0.080688,85.3719,-73.0455,15,20
-6,7,0.985245,0.089976,0.145588,81.6287,-5.218,25,13
5,-11,-0.776759,0.582083,-0.240466,103.9141,-143.1531,7,24
4,-8,-0.386003,0.918131,-0.089655,95.1438,-112.803,10,23
0,-1,0.488198,0.865361,0.113193,83.5006,-60.5703,17,19
-2,2,0.744921,0.652633,0.138432,82.0429,-41.2219,20,17
-5,6,0.954555,0.242949,0.172631,80.0592,-14.2795,24,14
3,-6,-0.125562,0.992053,0.008101,89.5358,-97.2135,12,22
5,-10,-0.675513,0.713308,-0.186745,100.7629,-133.4412,8,24
2,-4,0.145842,0.987319,0.062703,86.405,-81.5973,14,21
-4,5,0.913268,0.365497,0.17987,79.6378,-21.8117,23,15
-1,1,0.651007,0.745165,0.144633,81.684,-48.8582,19,18
1,-2,0.360394,0.926578,0.107559,83.8254,-68.7464,16,20
-3,4,0.852877,0.488899,0.183242,79.4414,-29.8229,22,16
-7,9,0.986729,-0.100223,0.127752,82.6603,5.7997,27,12
4,-7,-0.290563,0.956551,-0.024136,91.383,-106.8967,11,23
-6,8,0.986996,0.031586,0.157614,80.9316,-1.8329,26,13
5,-9,-0.566267,0.816074,-0.115602,96.6383,-124.7565,9,24
0,0,0.543534,0.827111,0.143033,81.7766,-56.6892,18,19
3,-5,-0.031174,0.998095,0.05324,86.9481,-91.7889,13,22
-2,3,0.780637,0.60235,0.166672,80.4056,-37.6542,21,17
-5,7,0.965961,0.163025,0.200855,78.4131,-9.5795,25,14
2,-3,0.218485,0.971804,0.088665,84.9132,-77.3292,15,21
-4,6,0.92674,0.311219,0.210464,77.8505,-18.5631,24,15
-1,2,0.69793,0.696199,0.167931,80.3325,-44.9289,20,18
1,-1,0.417833,0.898941,0.131607,82.4375,-65.0707,17,20
5,-8,-0.472148,0.879125,-0.064924,93.7225,-118.2387,10,24
4,-6,-0.201982,0.978979,0.028351,88.3754,-101.6576,12,23
6,-10,-0.765897,0.618983,-0.173959,100.0181,-141.0555,8,25
-3,5,0.873052,0.43615,0.218067,77.4045,-26.5453,23,16
3,-4,0.060453,0.995139,0.077741,85.5413,-86.5237,14,22
0,1,0.600513,0.779767,0.177053,79.8018,-52.3994,19,19
-6,9,0.985436,-0.039458,0.165405,80.4792,2.2929,27,13
2,-2,0.290637,0.949037,0.121896,82.9984,-72.9731,16,21
-2,4,0.809703,0.547571,0.211063,77.8153,-34.069,22,17
-5,8,0.97275,0.095884,0.211102,77.8131,-5.6295,26,14
6,-9,-0.668777,0.736685,-0.100166,95.7488,-132.2338,9,25
5,-7,-0.364746,0.931097,0.004263,89.7558,-111.3921,11,24
-1,3,0.738389,0.642394,0.205209,78.1583,-41.0231,21,18
1,0,0.470269,0.865489,0.172555,80.0636,-61.4823,18,20
-4,7,0.944846,0.223393,0.239505,76.1427,-13.3023,25,15
4,-5,-0.113034,0.991229,0.068479,86.0733,-96.5056,13,23
3,-3,0.143967,0.983038,0.113623,83.4758,-81.6682,15,22
-3,6,0.895682,0.369932,0.246788,75.7125,-22.4414,24,16
-6,10,0.976594,-0.116154,0.181031,79.5702,6.7828,28,13
0,2,0.64314,0.73537,0.213546,77.6697,-48.8277,20,19
2,-1,0.339882,0.9278,0.153843,81.1503,-69.8806,17,21
6,-8,-0.567411,0.822736,-0.033915,91.9436,-124.5926,10,25
7,-10,-0.841174,0.521728,-0.14222,98.1763,-148.1913,8,26
5,-6,-0.274951,0.959783,0.056726,86.7481,-105.9855,12,24
-2,5,0.833916,0.489465,0.254965,75.2285,-30.4107,23,17
-5,9,0.976775,0.031111,0.211996,77.7607,-1.8243,27,14
4,-4,-0.033463,0.994241,0.101808,84.1567,-91.9276,14,23
1,1,0.531894,0.819027,0.215135,77.5766,-56.9994,19,20
-1,4,0.765704,0.594093,0.246477,75.7309,-37.8071,22,18
-4,8,0.95433,0.146053,0.26062,74.8932,-8.7012,26,15
3,-2,0.2091,0.966258,0.150408,81.3494,-77.7894,16,22
7,-9,-0.761709,0.642226,-0.085703,94.9165,-139.8645,9,26
6,-7,-0.466418,0.88427,0.022829,88.6919,-117.8099,11,25
-3,7,0.913888,0.300507,0.272954,74.1599,-18.202,25,16
0,3,0.68304,0.685956,0.250841,75.4727,-45.122,21,19
2,0,0.398756,0.895849,0.196082,78.6921,-66.0054,18,21
5,-5,-0.201297,0.975526,0.088477,84.924,-101.6592,13,24
-2,6,0.857984,0.426243,0.28667,73.3413,-26.418,24,17
-5,10,0.974491,-0.036671,0.22141,77.2082,2.1551,28,14
4,-3,0.050446,0.988099,0.145312,81.6447,-87.0774,15,23
1,2,0.582959,0.770986,0.256396,75.1437,-52.9063,20,20
7,-8,-0.665657,0.745868,-0.024119,91.382,-131.7476,10,26
3,-1,0.268619,0.944416,0.189531,79.0746,-74.1227,17,22
-4,9,0.959336,0.096431,0.265282,74.6163,-5.74,27,15
-1,5,0.791065,0.538692,0.289876,73.1495,-34.2537,23,18
6,-6,-0.358846,0.929459,0.085648,85.0867,-111.1106,12,25
5,-4,-0.121867,0.98417,0.128675,82.607,-97.0588,14,24
-3,8,0.931639,0.213078,0.294357,72.881,-12.8827,26,16
